id,source_system,source_instance_id,external_deal_id,unit_id,status,source_status,reserved_at,sold_at,lost_at,source_revision,source_updated_at,deleted_at,created_at,updated_at
ba0c8f00-e413-5073-bb34-fcc313b25629,synthetic_csv,synthetic-csv-v1,syn1-D-000011,6e563075-5fa8-5785-8bab-a3c27e1450ca,sold,sold,2026-06-23T00:00:00Z,2026-07-05T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-06-05T00:00:00Z,2026-07-29T00:00:00Z
df58afb9-21b2-5c02-96f7-3efcf8b2d623,synthetic_csv,synthetic-csv-v1,syn1-D-000012,4e082fdd-c6b4-5372-8657-5b5213162f67,sold,sold,2026-06-14T00:00:00Z,2026-06-26T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-05-27T00:00:00Z,2026-07-29T00:00:00Z
d9f3cd19-66ba-54e1-8b37-6b35e3401e00,synthetic_csv,synthetic-csv-v1,syn1-D-000013,f799ddd7-f070-5980-91a2-bdbb0889694a,sold,sold,2026-06-05T00:00:00Z,2026-06-17T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-05-18T00:00:00Z,2026-07-29T00:00:00Z
54ef26ce-1af5-5c23-bd54-1c041a5f49ee,synthetic_csv,synthetic-csv-v1,syn1-D-000014,8fcd2951-c3e3-59bb-8255-fe7b2178ed8b,sold,sold,2026-05-27T00:00:00Z,2026-06-08T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-05-09T00:00:00Z,2026-07-29T00:00:00Z
b8bb03a5-c4ca-5c6f-a4cf-5a71b481e77f,synthetic_csv,synthetic-csv-v1,syn1-D-000015,bbfeb2c6-1e9e-5a44-942a-c4c5bf15b14b,reserved,reserved,2026-08-08T00:00:00Z,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-24T00:00:00Z,2026-07-29T00:00:00Z
9210bea2-03b8-5575-a414-6a9e2e984ec6,synthetic_csv,synthetic-csv-v1,syn1-D-000016,3468da4a-1cee-5d66-9dad-9f393acc1e40,reserved,reserved,2026-08-03T00:00:00Z,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-19T00:00:00Z,2026-07-29T00:00:00Z
34e40271-6b86-5c9c-bece-640f3aae385a,synthetic_csv,synthetic-csv-v1,syn1-D-000017,d51a1565-666d-568d-b629-f53e2358db39,reserved,reserved,2026-07-29T00:00:00Z,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-14T00:00:00Z,2026-07-29T00:00:00Z
65633e15-b73e-590e-b5f0-9faf5ef604e2,synthetic_csv,synthetic-csv-v1,syn1-D-000018,f1221bff-847c-5c29-96f3-d01bac80c376,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z
4de4d13b-8512-5992-80d4-ce509cd53187,synthetic_csv,synthetic-csv-v1,syn1-D-000019,f1221bff-847c-5c29-96f3-d01bac80c376,qualified,qualified,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-25T00:00:00Z,2026-07-29T00:00:00Z
2cd7767d-86a9-52d9-b6be-539c66a371cb,synthetic_csv,synthetic-csv-v1,syn1-D-000020,f1221bff-847c-5c29-96f3-d01bac80c376,interested,interested,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-21T00:00:00Z,2026-07-29T00:00:00Z
4d79713b-25ea-55df-888f-d33baa8b3572,synthetic_csv,synthetic-csv-v1,syn1-D-000021,f1221bff-847c-5c29-96f3-d01bac80c376,viewing,viewing,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-17T00:00:00Z,2026-07-29T00:00:00Z
6c3a2675-7fca-54cd-b8a6-db71ce92fd10,synthetic_csv,synthetic-csv-v1,syn1-D-000022,f1221bff-847c-5c29-96f3-d01bac80c376,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-13T00:00:00Z,2026-07-29T00:00:00Z
04918c2c-254d-52fa-b570-42925787f32f,synthetic_csv,synthetic-csv-v1,syn1-D-000023,6ac2c6b1-02b2-5eee-8b64-03831733da04,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z
2bf4cb63-40b2-5254-a666-a0ecc3fee25e,synthetic_csv,synthetic-csv-v1,syn1-D-000024,6ac2c6b1-02b2-5eee-8b64-03831733da04,qualified,qualified,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-25T00:00:00Z,2026-07-29T00:00:00Z
3de4d836-8cef-514f-936e-ca35f23bbed0,synthetic_csv,synthetic-csv-v1,syn1-D-000025,6ac2c6b1-02b2-5eee-8b64-03831733da04,interested,interested,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-21T00:00:00Z,2026-07-29T00:00:00Z
9c2ee56f-4da2-5d0c-9cbc-c6efe11150eb,synthetic_csv,synthetic-csv-v1,syn1-D-000026,6ac2c6b1-02b2-5eee-8b64-03831733da04,viewing,viewing,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-17T00:00:00Z,2026-07-29T00:00:00Z
38339857-79fe-537b-868b-34920e688d44,synthetic_csv,synthetic-csv-v1,syn1-D-000027,ce5448f7-e1b7-56ed-9a10-b62a61c299d6,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z
a52574f9-54db-5aac-9800-9feb1e4f555a,synthetic_csv,synthetic-csv-v1,syn1-D-000028,ce5448f7-e1b7-56ed-9a10-b62a61c299d6,qualified,qualified,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-25T00:00:00Z,2026-07-29T00:00:00Z
8b4c00b6-12ab-5865-82d2-8a257c5ba882,synthetic_csv,synthetic-csv-v1,syn1-D-000029,ce5448f7-e1b7-56ed-9a10-b62a61c299d6,interested,interested,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-21T00:00:00Z,2026-07-29T00:00:00Z
c248d548-4e96-5e86-88b7-e6c7fba2eb24,synthetic_csv,synthetic-csv-v1,syn1-D-000030,56a5d63d-13ad-5dd3-aad0-509a289e4131,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z
59a063ce-3e2f-5553-bf36-be3484aeb483,synthetic_csv,synthetic-csv-v1,syn1-D-000031,56a5d63d-13ad-5dd3-aad0-509a289e4131,qualified,qualified,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-25T00:00:00Z,2026-07-29T00:00:00Z
5ed09d2b-32d0-5c26-8046-34425cdc0a42,synthetic_csv,synthetic-csv-v1,syn1-D-000032,56a5d63d-13ad-5dd3-aad0-509a289e4131,interested,interested,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-21T00:00:00Z,2026-07-29T00:00:00Z
6266084d-1b89-5473-a4f7-6d09465a8e4e,synthetic_csv,synthetic-csv-v1,syn1-D-000033,53c183e8-09c8-5b7b-8617-0716330a3ea7,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z
3438d078-ae83-500a-b8c0-84773bb1877b,synthetic_csv,synthetic-csv-v1,syn1-D-000034,53c183e8-09c8-5b7b-8617-0716330a3ea7,qualified,qualified,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-25T00:00:00Z,2026-07-29T00:00:00Z
3779053b-c0fb-5378-9406-035e823d888b,synthetic_csv,synthetic-csv-v1,syn1-D-000035,53c183e8-09c8-5b7b-8617-0716330a3ea7,interested,interested,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-21T00:00:00Z,2026-07-29T00:00:00Z
40402926-551a-5266-ab91-2e0f2b488cb7,synthetic_csv,synthetic-csv-v1,syn1-D-000036,05196bea-7e39-52fa-87fa-26ef3acfdb9e,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z
d55ba93c-ec28-5288-8087-5adb18ef1988,synthetic_csv,synthetic-csv-v1,syn1-D-000037,05196bea-7e39-52fa-87fa-26ef3acfdb9e,qualified,qualified,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-25T00:00:00Z,2026-07-29T00:00:00Z
8b7cbcae-6cb5-5323-b7b0-80154132b5ba,synthetic_csv,synthetic-csv-v1,syn1-D-000038,7d081ad3-c5fc-5bc0-8a36-46882204674e,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z
89be297a-8719-518d-8b87-5e267c3e84c2,synthetic_csv,synthetic-csv-v1,syn1-D-000039,7d081ad3-c5fc-5bc0-8a36-46882204674e,qualified,qualified,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-25T00:00:00Z,2026-07-29T00:00:00Z
4cd61fd7-2b2d-5cc4-9e15-91f4d5e895cd,synthetic_csv,synthetic-csv-v1,syn1-D-000040,77b12036-607d-5368-b5f4-49906a09c4fc,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z
fa597916-b56b-5fdb-881d-cb743971a86d,synthetic_csv,synthetic-csv-v1,syn1-D-000041,ddc96666-b1d2-5989-a4f7-9629a2005e86,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z
19b33c17-07fe-5a0b-8f83-eaaac267336c,synthetic_csv,synthetic-csv-v1,syn1-D-000042,357191c0-8f53-56dc-8354-5b2acf2ed9b0,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z
b5a1e328-5ff9-5ce4-9956-59889be8d46d,synthetic_csv,synthetic-csv-v1,syn1-D-000043,6ac2c6b1-02b2-5eee-8b64-03831733da04,lost,cancelled,\N,\N,2026-07-09T00:00:00Z,2,2026-07-29T00:00:00Z,\N,2026-05-30T00:00:00Z,2026-07-29T00:00:00Z
1b63a2ce-187f-5772-9c68-d9903f5a59d7,synthetic_csv,synthetic-csv-v1,syn1-D-000044,53c183e8-09c8-5b7b-8617-0716330a3ea7,lost,cancelled,\N,\N,2026-07-02T00:00:00Z,2,2026-07-29T00:00:00Z,\N,2026-05-23T00:00:00Z,2026-07-29T00:00:00Z
e0780b31-ab14-513d-8678-b7d87c55f86c,synthetic_csv,synthetic-csv-v1,syn1-D-000045,77b12036-607d-5368-b5f4-49906a09c4fc,lost,cancelled,\N,\N,2026-06-25T00:00:00Z,2,2026-07-29T00:00:00Z,\N,2026-05-16T00:00:00Z,2026-07-29T00:00:00Z
867b840c-8cd7-519a-90d8-5898861fa4bd,synthetic_csv,synthetic-csv-v1,syn1-D-000046,779a879f-765d-5804-a9fc-c8728ab51cb9,sold,sold,2026-08-03T00:00:00Z,2026-08-15T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-07-16T00:00:00Z,2026-07-29T00:00:00Z
1c834d80-662f-58a5-bfa1-fe199fe35c22,synthetic_csv,synthetic-csv-v1,syn1-D-000047,d66e250f-46af-59aa-adb9-95795f8ebcbe,sold,sold,2026-07-31T00:00:00Z,2026-08-12T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-07-13T00:00:00Z,2026-07-29T00:00:00Z
8db689e7-ad98-54f3-ae65-677e388e7131,synthetic_csv,synthetic-csv-v1,syn1-D-000048,3471d735-10fe-56ae-bb3c-eda38fab3cbb,sold,sold,2026-07-28T00:00:00Z,2026-08-09T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-07-10T00:00:00Z,2026-07-29T00:00:00Z
9af95206-42dd-5a56-8bbc-9f2a8e7fd426,synthetic_csv,synthetic-csv-v1,syn1-D-000049,4882a616-cd60-5565-ba8b-c2bd266dc715,sold,sold,2026-07-02T00:00:00Z,2026-07-14T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-06-14T00:00:00Z,2026-07-29T00:00:00Z
30d0635b-0c89-578e-86f0-765514994149,synthetic_csv,synthetic-csv-v1,syn1-D-000050,83fd93aa-a624-5970-b171-2ec00ff1caac,sold,sold,2026-06-23T00:00:00Z,2026-07-05T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-06-05T00:00:00Z,2026-07-29T00:00:00Z
4ff5d708-1e98-5d91-a84c-63d8f503e9ae,synthetic_csv,synthetic-csv-v1,syn1-D-000051,c1d7c7d5-fbf8-5ef0-aa28-8912712f4dea,sold,sold,2026-06-14T00:00:00Z,2026-06-26T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-05-27T00:00:00Z,2026-07-29T00:00:00Z
7cc1d0bb-10a0-5a00-8428-f5def4b3efec,synthetic_csv,synthetic-csv-v1,syn1-D-000052,24c103f1-a67b-5c9e-bbd3-9734dac146a3,reserved,reserved,2026-08-08T00:00:00Z,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-24T00:00:00Z,2026-07-29T00:00:00Z
15e826a3-22a1-5a31-9070-ac451318534c,synthetic_csv,synthetic-csv-v1,syn1-D-000053,f0dcdeda-e7a8-5218-b5a3-64c7be186a2c,reserved,reserved,2026-08-03T00:00:00Z,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-19T00:00:00Z,2026-07-29T00:00:00Z
ef5ba2d3-9f06-5a0a-aa89-66b630c9a8b9,synthetic_csv,synthetic-csv-v1,syn1-D-000054,30b77e1b-947b-5356-baab-ef990bed7875,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z
0b3a6774-19f6-5162-96f1-07c8e59b26d0,synthetic_csv,synthetic-csv-v1,syn1-D-000055,30b77e1b-947b-5356-baab-ef990bed7875,qualified,qualified,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-25T00:00:00Z,2026-07-29T00:00:00Z
30495f23-0d7f-583c-b7af-15d643519c3b,synthetic_csv,synthetic-csv-v1,syn1-D-000056,6bf831ba-6665-5639-b0a9-8041b261268a,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z
9de77438-5a69-5be9-a8bb-1ec6cfb8bd9a,synthetic_csv,synthetic-csv-v1,syn1-D-000057,6bf831ba-6665-5639-b0a9-8041b261268a,qualified,qualified,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-25T00:00:00Z,2026-07-29T00:00:00Z
812b55a6-6483-5a0d-a9d8-db2b6b6bee5d,synthetic_csv,synthetic-csv-v1,syn1-D-000058,060c67e3-52f0-5741-8e76-04e5f0159831,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z
610ff4ae-981b-5435-9aab-b1671378d5e1,synthetic_csv,synthetic-csv-v1,syn1-D-000059,8f6e12f4-6df1-5c72-8b5b-c7359a7bd302,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z
5740c8db-121c-5661-87ff-1bfa83fe046c,synthetic_csv,synthetic-csv-v1,syn1-D-000060,f67ec08e-7ef2-5b34-be64-71ca4c6d4616,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z
55fb98d6-2086-51d2-ad4c-7e643b1ee050,synthetic_csv,synthetic-csv-v1,syn1-D-000061,302e87d5-c4f4-5a69-8dd4-c1d1a0204b2b,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z
cc776e7f-d0f2-55f0-9cfb-b5fb97ba920b,synthetic_csv,synthetic-csv-v1,syn1-D-000062,6bf831ba-6665-5639-b0a9-8041b261268a,lost,cancelled,\N,\N,2026-07-09T00:00:00Z,2,2026-07-29T00:00:00Z,\N,2026-05-30T00:00:00Z,2026-07-29T00:00:00Z
ff45b3fd-5525-555c-a645-b6e3d20a43ae,synthetic_csv,synthetic-csv-v1,syn1-D-000063,f67ec08e-7ef2-5b34-be64-71ca4c6d4616,lost,cancelled,\N,\N,2026-07-02T00:00:00Z,2,2026-07-29T00:00:00Z,\N,2026-05-23T00:00:00Z,2026-07-29T00:00:00Z
a08e916c-19f3-53c5-90af-790760dd3041,synthetic_csv,synthetic-csv-v1,syn1-D-000064,e3c11e4a-0d75-5ea2-9964-e04a404ed119,lost,cancelled,\N,\N,2026-06-25T00:00:00Z,2,2026-07-29T00:00:00Z,\N,2026-05-16T00:00:00Z,2026-07-29T00:00:00Z
34de5e03-f415-509d-9445-8f7215b3242d,synthetic_csv,synthetic-csv-v1,syn1-D-000065,c328f15a-0f84-545d-99ce-5d15ebf04c40,lost,cancelled,\N,\N,2026-06-18T00:00:00Z,2,2026-07-29T00:00:00Z,\N,2026-05-09T00:00:00Z,2026-07-29T00:00:00Z
c71d386d-98eb-5d18-bf49-2b78bfb4118e,synthetic_csv,synthetic-csv-v1,syn1-D-000066,f0aee2c9-9190-52d9-87cc-92e77747261a,sold,sold,2026-07-02T00:00:00Z,2026-07-14T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-06-14T00:00:00Z,2026-07-29T00:00:00Z
792e43e6-4119-5b2b-acba-64f3b5d936de,synthetic_csv,synthetic-csv-v1,syn1-D-000067,708debdf-7b78-5f3a-8154-44a96c916d5c,sold,sold,2026-06-23T00:00:00Z,2026-07-05T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-06-05T00:00:00Z,2026-07-29T00:00:00Z
781af0aa-4afc-5d5a-b8b7-626d41745288,synthetic_csv,synthetic-csv-v1,syn1-D-000068,9a7c7727-b00b-5d24-8f44-048f569b48c2,reserved,reserved,2026-08-08T00:00:00Z,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-24T00:00:00Z,2026-07-29T00:00:00Z
b0865860-861c-58fe-9bb7-e2fa64997b82,synthetic_csv,synthetic-csv-v1,syn1-D-000069,eaa48b24-1533-5f31-a1bb-4cc82be6e247,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z
3464b5c6-5a95-5311-bcb4-a59410b40e96,synthetic_csv,synthetic-csv-v1,syn1-D-000070,7f3ca7bb-482a-5cd4-9d26-283cda805690,lead,lead,\N,\N,\N,2,2026-07-29T00:00:00Z,\N,2026-07-29T00:00:00Z,2026-07-29T00:00:00Z
541e6221-bf7f-57a5-811d-02793a4f6714,synthetic_csv,synthetic-csv-v1,syn1-D-000071,7f3ca7bb-482a-5cd4-9d26-283cda805690,lost,cancelled,\N,\N,2026-07-09T00:00:00Z,2,2026-07-29T00:00:00Z,\N,2026-05-30T00:00:00Z,2026-07-29T00:00:00Z
baf847e1-c084-5fd6-a647-35be957c4445,synthetic_csv,synthetic-csv-v1,syn1-D-000072,ff70288e-8cc8-5ee1-9902-dc6d9e0841a6,lost,cancelled,\N,\N,2026-07-02T00:00:00Z,2,2026-07-29T00:00:00Z,\N,2026-05-23T00:00:00Z,2026-07-29T00:00:00Z
78873302-2d29-5679-a45f-f563e24efa92,synthetic_csv,synthetic-csv-v1,syn1-D-000073,59a5716a-7211-5370-b9bf-aae13c88c0b1,lost,cancelled,\N,\N,2026-06-25T00:00:00Z,2,2026-07-29T00:00:00Z,\N,2026-05-16T00:00:00Z,2026-07-29T00:00:00Z
bbedb132-22fd-5e6f-b3e0-9d8a7bad0f62,synthetic_csv,synthetic-csv-v1,syn1-D-000074,86ff17b1-71e0-5215-a615-1f888444101a,lost,cancelled,\N,\N,2026-06-18T00:00:00Z,2,2026-07-29T00:00:00Z,\N,2026-05-09T00:00:00Z,2026-07-29T00:00:00Z
ffac9197-da40-55a9-a2c0-4eca00de2bcf,synthetic_csv,synthetic-csv-v1,syn1-D-000075,55a1db1d-3da5-551e-b870-e49493c99476,lost,cancelled,\N,\N,2026-06-11T00:00:00Z,2,2026-07-29T00:00:00Z,\N,2026-05-02T00:00:00Z,2026-07-29T00:00:00Z
4572740f-7d50-5320-ab22-1385de7ae16e,synthetic_csv,synthetic-csv-v1,syn1-D-000076,342b3158-88e5-5e82-b747-1b4cd955b824,lost,cancelled,\N,\N,2026-06-04T00:00:00Z,2,2026-07-29T00:00:00Z,\N,2026-04-25T00:00:00Z,2026-07-29T00:00:00Z
26ba6fbd-6f0f-5298-817d-10172b4de8ad,synthetic_csv,synthetic-csv-v1,syn1-D-000077,aeb04a23-b99c-553d-a209-2aa601aefe8e,lost,cancelled,\N,\N,2026-05-28T00:00:00Z,2,2026-07-29T00:00:00Z,\N,2026-04-18T00:00:00Z,2026-07-29T00:00:00Z
7c026a13-53ff-52fc-8d99-c46b07736bd7,synthetic_csv,synthetic-csv-v1,syn1-D-000078,e3e1db45-63b5-5c8e-9064-d6dc220ad4db,lost,cancelled,\N,\N,2026-05-21T00:00:00Z,2,2026-07-29T00:00:00Z,\N,2026-04-11T00:00:00Z,2026-07-29T00:00:00Z
416667cf-eee4-5629-8bd1-4d0c6af5114b,synthetic_csv,synthetic-csv-v1,syn1-D-000079,438262e7-cc2c-5382-8a89-76c032a0534d,sold,sold,2026-08-03T00:00:00Z,2026-08-15T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-07-16T00:00:00Z,2026-07-29T00:00:00Z
9cc8d042-6a58-54ff-ba5b-029ed700944d,synthetic_csv,synthetic-csv-v1,syn1-D-000080,9cad7427-1df8-596a-baac-3fc00156be4e,sold,sold,2026-07-31T00:00:00Z,2026-08-12T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-07-13T00:00:00Z,2026-07-29T00:00:00Z
d9d673fd-3f55-5bd1-a9b3-c28f6288ab32,synthetic_csv,synthetic-csv-v1,syn1-D-000081,b9fe7567-40c5-5124-b805-aef2b1b52efb,sold,sold,2026-07-28T00:00:00Z,2026-08-09T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-07-10T00:00:00Z,2026-07-29T00:00:00Z
4861adb6-91fa-5d88-9511-46ff141706cf,synthetic_csv,synthetic-csv-v1,syn1-D-000082,31f67f34-0bd0-5d54-b7ea-d38cff1b6d1d,sold,sold,2026-07-25T00:00:00Z,2026-08-06T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-07-07T00:00:00Z,2026-07-29T00:00:00Z
e74d0850-bbd9-5cf8-94b3-1682b3d037c8,synthetic_csv,synthetic-csv-v1,syn1-D-000083,141e7e5b-f024-5302-9167-c4bfad36eff7,sold,sold,2026-07-22T00:00:00Z,2026-08-03T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-07-04T00:00:00Z,2026-07-29T00:00:00Z
136cec5c-91e9-5215-8f11-fd9fe63e29b2,synthetic_csv,synthetic-csv-v1,syn1-D-000084,eb6d40af-6d60-5906-a5c6-daf8a78d2e23,sold,sold,2026-07-02T00:00:00Z,2026-07-14T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-06-14T00:00:00Z,2026-07-29T00:00:00Z
73e01b19-6779-5457-a9b4-23f9bd86dfe1,synthetic_csv,synthetic-csv-v1,syn1-D-000085,be91ab20-665c-5ae0-8f36-6bb3b58abf65,sold,sold,2026-06-23T00:00:00Z,2026-07-05T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-06-05T00:00:00Z,2026-07-29T00:00:00Z
9e67d540-4789-5b27-b7b8-9d11ca684653,synthetic_csv,synthetic-csv-v1,syn1-D-000086,fbec5681-5f3e-5c11-9fec-c11be2d0cdaf,sold,sold,2026-06-14T00:00:00Z,2026-06-26T00:00:00Z,\N,2,2026-07-29T00:00:00Z,\N,2026-05-27T00:00:00Z,2026-07-29T00:00:00Z
