id,area_id,file_id,snapshot_date,units_remaining,snapshot_type,source_row_hash,created_at,source_updated_at
e0928e2b-0959-5e04-9f9e-327922b0d32f,992af92a-c20b-56be-bce2-001f0c1968e6,8a54073e-184c-59e4-b228-d5da53c1436a,2026-07-14,58,closing,7cf8efe3e6f09a6fb14ada9e448c943fdc4cf9cf0c9b132fd3da5f030fcb5599,2026-07-04T00:00:00Z,2026-07-04T00:00:00Z
343615c9-ae8a-55d6-b461-6d292f39a925,992af92a-c20b-56be-bce2-001f0c1968e6,8a54073e-184c-59e4-b228-d5da53c1436a,2026-07-21,55,closing,24fb2bd3befcacbe39dbb463e171a6c86dccfd9f8e7a1ab3668cd6db37832862,2026-07-04T00:00:00Z,2026-07-04T00:00:00Z
6a4f1461-4f63-59f4-b594-21e6a2bc0726,992af92a-c20b-56be-bce2-001f0c1968e6,8a54073e-184c-59e4-b228-d5da53c1436a,2026-07-28,54,closing,b710626869903e900113b094a536917a25a9590ec844ce71dedb394358b382ab,2026-07-04T00:00:00Z,2026-07-04T00:00:00Z
9c285dcb-c727-5221-9c5b-fb19e5ce6790,992af92a-c20b-56be-bce2-001f0c1968e6,8a54073e-184c-59e4-b228-d5da53c1436a,2026-08-04,50,closing,380af78f3b09babfa5dbbe794fd590246e7a12133d1c1f0dfec50342b400f652,2026-07-04T00:00:00Z,2026-07-04T00:00:00Z
7c202117-3546-58ad-89a1-57db1fe4c723,992af92a-c20b-56be-bce2-001f0c1968e6,8a54073e-184c-59e4-b228-d5da53c1436a,2026-08-11,49,closing,c4f6e35390e9445bddc855fded6fe9d3f55734b29fb4a7caa5a822f2f0592078,2026-07-04T00:00:00Z,2026-07-04T00:00:00Z
2c82203e-6385-5db5-bd99-dff052b2d331,aabfb001-73bc-592e-833b-3eab1b0f7220,8a54073e-184c-59e4-b228-d5da53c1436a,2026-05-26,49,closing,83b80285deb8e8c17986a784e3fd8675238ba406b4d5c0c93dfde8f7addc8624,2026-07-04T00:00:00Z,2026-07-04T00:00:00Z
8796ab51-3b71-5021-99bc-631e6ad72abd,aabfb001-73bc-592e-833b-3eab1b0f7220,8a54073e-184c-59e4-b228-d5da53c1436a,2026-06-02,48,closing,cc6e80e2aef7e4c487c1a76a5175967b4265fe2f639d913e33ec85a3384a25ec,2026-07-04T00:00:00Z,2026-07-04T00:00:00Z
853cea1f-91ae-523f-9edc-c127d5f9651a,aabfb001-73bc-592e-833b-3eab1b0f7220,8a54073e-184c-59e4-b228-d5da53c1436a,2026-06-09,46,closing,7d09bc908c48152e46f0e4bfbec5874fddd88972a507293ba0912ff202eb3416,2026-07-04T00:00:00Z,2026-07-04T00:00:00Z
62f3d044-d511-5ddf-88dd-c2d8b8a4dc48,aabfb001-73bc-592e-833b-3eab1b0f7220,8a54073e-184c-59e4-b228-d5da53c1436a,2026-06-16,45,closing,f8096d3413afba556cfd3a29e8fd7163e81230786577fcfd243c72e618a576a9,2026-07-04T00:00:00Z,2026-07-04T00:00:00Z
929f2d42-0b39-5024-8b94-c578a3a831ae,aabfb001-73bc-592e-833b-3eab1b0f7220,8a54073e-184c-59e4-b228-d5da53c1436a,2026-06-23,41,closing,60e691e6a11270167b3f6ef5c7efbe6db020b7dfac8a191e05530b77594f13bb,2026-07-04T00:00:00Z,2026-07-04T00:00:00Z
4a02aeab-f8f1-5739-b2c9-010240a9b74c,aabfb001-73bc-592e-833b-3eab1b0f7220,8a54073e-184c-59e4-b228-d5da53c1436a,2026-06-30,39,closing,efdbd5c066f728e24ee4c96599a1d0f5758a611df1479f284d5c4bfd13b45c19,2026-07-04T00:00:00Z,2026-07-04T00:00:00Z
ee215c42-6b13-50d9-a8f3-1ea8f5bcec50,aabfb001-73bc-592e-833b-3eab1b0f7220,8a54073e-184c-59e4-b228-d5da53c1436a,2026-07-07,38,closing,8f05a0bbe9b74e3d535ff87981abfadd65caa13f60236314f53fa45487ca5252,2026-07-04T00:00:00Z,2026-07-04T00:00:00Z
6cfd6038-1a2c-55d8-8534-bf848995d32e,aabfb001-73bc-592e-833b-3eab1b0f7220,8a54073e-184c-59e4-b228-d5da53c1436a,2026-07-14,34,closing,773c148ababbd972433790c11451a6b83f67a3beefc45062175e676d9b62c57e,2026-07-04T00:00:00Z,2026-07-04T00:00:00Z
ee784f34-7613-556e-a05f-0c3cfb2bdc6c,aabfb001-73bc-592e-833b-3eab1b0f7220,8a54073e-184c-59e4-b228-d5da53c1436a,2026-07-21,32,closing,a2cc467a7086b0a0f3530090cbacb79c6e73e21862006574fb37e3cbc0fa30ea,2026-07-04T00:00:00Z,2026-07-04T00:00:00Z
2c8b4e94-4d92-5c1e-ae52-80c6509cea74,aabfb001-73bc-592e-833b-3eab1b0f7220,8a54073e-184c-59e4-b228-d5da53c1436a,2026-07-28,31,closing,a9bc33d273ce7777544837a783d11dd004db765de2f70be6eba81d409c96c917,2026-07-04T00:00:00Z,2026-07-04T00:00:00Z
8e0628a9-63c7-5121-8833-86ea24598b64,aabfb001-73bc-592e-833b-3eab1b0f7220,8a54073e-184c-59e4-b228-d5da53c1436a,2026-08-04,27,closing,c5a76f66d8e76f4ac045ec70501a7afdb587c3e20247f77372473a9984107347,2026-07-04T00:00:00Z,2026-07-04T00:00:00Z
8b21f623-9ca2-5ef2-9f11-47b6aba77bdd,aabfb001-73bc-592e-833b-3eab1b0f7220,8a54073e-184c-59e4-b228-d5da53c1436a,2026-08-11,23,closing,ee66eabd5a37b844d755c431efa2849afe1f605ed39b716c96fb6b3c703b494f,2026-07-04T00:00:00Z,2026-07-04T00:00:00Z
