id,source_system,source_instance_id,external_unit_id,area_id,unit_code,unit_type,status,source_revision,source_updated_at,deleted_at,created_at,updated_at
6ac2c6b1-02b2-5eee-8b64-03831733da04,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-019,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-019,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-22T12:00:00Z,2026-07-19T00:00:00Z
ce5448f7-e1b7-56ed-9a10-b62a61c299d6,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-020,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-020,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-23T00:00:00Z,2026-07-19T00:00:00Z
56a5d63d-13ad-5dd3-aad0-509a289e4131,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-021,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-021,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-23T12:00:00Z,2026-07-19T00:00:00Z
53c183e8-09c8-5b7b-8617-0716330a3ea7,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-022,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-022,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-24T00:00:00Z,2026-07-19T00:00:00Z
05196bea-7e39-52fa-87fa-26ef3acfdb9e,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-023,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-023,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-24T12:00:00Z,2026-07-19T00:00:00Z
7d081ad3-c5fc-5bc0-8a36-46882204674e,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-024,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-024,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-25T00:00:00Z,2026-07-19T00:00:00Z
77b12036-607d-5368-b5f4-49906a09c4fc,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-025,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-025,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-25T12:00:00Z,2026-07-19T00:00:00Z
ddc96666-b1d2-5989-a4f7-9629a2005e86,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-026,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-026,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-26T00:00:00Z,2026-07-19T00:00:00Z
357191c0-8f53-56dc-8354-5b2acf2ed9b0,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-027,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-027,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-26T12:00:00Z,2026-07-19T00:00:00Z
7dd56198-3051-52dd-9c67-0753c025a9e0,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-028,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-028,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-27T00:00:00Z,2026-07-19T00:00:00Z
5733a6d1-d098-584b-9ced-50927ed484d4,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-029,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-029,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-27T12:00:00Z,2026-07-19T00:00:00Z
d4e881ca-814b-5018-8e1b-0c4021b307f7,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-030,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-030,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-28T00:00:00Z,2026-07-19T00:00:00Z
a88ca88b-e79b-5ad0-851b-ce2523bf58cd,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-031,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-031,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-28T12:00:00Z,2026-07-19T00:00:00Z
5ddebad4-107c-5105-8071-7f2c5fca7275,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-032,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-032,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-29T00:00:00Z,2026-07-19T00:00:00Z
3796c2f0-957b-508a-a68f-5c4e2bba23c9,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-033,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-033,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-29T12:00:00Z,2026-07-19T00:00:00Z
badbd280-db9e-57fc-a1a6-cec28b4e2dd3,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-034,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-034,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-30T00:00:00Z,2026-07-19T00:00:00Z
26241edf-da92-5b1c-965a-532c83be078a,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-035,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-035,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-30T12:00:00Z,2026-07-19T00:00:00Z
acf5057c-25b9-50d3-9dde-babe92315649,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-036,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-036,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-31T00:00:00Z,2026-07-19T00:00:00Z
513c770f-0ea0-5e9f-b918-0a5d41041c3d,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-037,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-037,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-31T12:00:00Z,2026-07-19T00:00:00Z
3b5789cf-d7d1-5b1e-9a66-0c829e11da4b,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-038,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-038,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-09-01T00:00:00Z,2026-07-19T00:00:00Z
b6c0db28-d24b-5e1b-b61c-fec0cbfab748,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-039,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-039,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-09-01T12:00:00Z,2026-07-19T00:00:00Z
81149377-dfcb-5142-9a5a-9e6857ef5360,synthetic_csv,synthetic-csv-v1,syn1-U-A-001-040,bafde881-f411-5372-9d43-e72f63cd45dd,HC1-040,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-09-02T00:00:00Z,2026-07-19T00:00:00Z
779a879f-765d-5804-a9fc-c8728ab51cb9,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-001,595d9f18-8f5d-5c43-8866-791052463081,HC2-001,3BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-13T12:00:00Z,2026-07-19T00:00:00Z
d66e250f-46af-59aa-adb9-95795f8ebcbe,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-002,595d9f18-8f5d-5c43-8866-791052463081,HC2-002,3BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-14T00:00:00Z,2026-07-19T00:00:00Z
3471d735-10fe-56ae-bb3c-eda38fab3cbb,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-003,595d9f18-8f5d-5c43-8866-791052463081,HC2-003,3BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-14T12:00:00Z,2026-07-19T00:00:00Z
4882a616-cd60-5565-ba8b-c2bd266dc715,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-004,595d9f18-8f5d-5c43-8866-791052463081,HC2-004,3BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-15T00:00:00Z,2026-07-19T00:00:00Z
83fd93aa-a624-5970-b171-2ec00ff1caac,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-005,595d9f18-8f5d-5c43-8866-791052463081,HC2-005,3BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-15T12:00:00Z,2026-07-19T00:00:00Z
c1d7c7d5-fbf8-5ef0-aa28-8912712f4dea,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-006,595d9f18-8f5d-5c43-8866-791052463081,HC2-006,3BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-16T00:00:00Z,2026-07-19T00:00:00Z
24c103f1-a67b-5c9e-bbd3-9734dac146a3,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-007,595d9f18-8f5d-5c43-8866-791052463081,HC2-007,3BR,reserved,2,2026-07-19T00:00:00Z,\N,2025-08-16T12:00:00Z,2026-07-19T00:00:00Z
f0dcdeda-e7a8-5218-b5a3-64c7be186a2c,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-008,595d9f18-8f5d-5c43-8866-791052463081,HC2-008,3BR,reserved,2,2026-07-19T00:00:00Z,\N,2025-08-17T00:00:00Z,2026-07-19T00:00:00Z
30b77e1b-947b-5356-baab-ef990bed7875,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-009,595d9f18-8f5d-5c43-8866-791052463081,HC2-009,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-17T12:00:00Z,2026-07-19T00:00:00Z
6bf831ba-6665-5639-b0a9-8041b261268a,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-010,595d9f18-8f5d-5c43-8866-791052463081,HC2-010,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-18T00:00:00Z,2026-07-19T00:00:00Z
060c67e3-52f0-5741-8e76-04e5f0159831,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-011,595d9f18-8f5d-5c43-8866-791052463081,HC2-011,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-18T12:00:00Z,2026-07-19T00:00:00Z
8f6e12f4-6df1-5c72-8b5b-c7359a7bd302,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-012,595d9f18-8f5d-5c43-8866-791052463081,HC2-012,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-19T00:00:00Z,2026-07-19T00:00:00Z
f67ec08e-7ef2-5b34-be64-71ca4c6d4616,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-013,595d9f18-8f5d-5c43-8866-791052463081,HC2-013,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-19T12:00:00Z,2026-07-19T00:00:00Z
302e87d5-c4f4-5a69-8dd4-c1d1a0204b2b,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-014,595d9f18-8f5d-5c43-8866-791052463081,HC2-014,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-20T00:00:00Z,2026-07-19T00:00:00Z
71cba36e-b084-513d-9838-385f00d52bdd,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-015,595d9f18-8f5d-5c43-8866-791052463081,HC2-015,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-20T12:00:00Z,2026-07-19T00:00:00Z
e3c11e4a-0d75-5ea2-9964-e04a404ed119,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-016,595d9f18-8f5d-5c43-8866-791052463081,HC2-016,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-21T00:00:00Z,2026-07-19T00:00:00Z
a922d929-89ed-5fd5-a37f-2a9c0df3c1f0,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-017,595d9f18-8f5d-5c43-8866-791052463081,HC2-017,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-21T12:00:00Z,2026-07-19T00:00:00Z
b72ce10a-7e99-5408-b17c-453a0458312a,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-018,595d9f18-8f5d-5c43-8866-791052463081,HC2-018,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-22T00:00:00Z,2026-07-19T00:00:00Z
c328f15a-0f84-545d-99ce-5d15ebf04c40,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-019,595d9f18-8f5d-5c43-8866-791052463081,HC2-019,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-22T12:00:00Z,2026-07-19T00:00:00Z
6dab61bf-4ea4-52a1-8ca2-c1a228b0e103,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-020,595d9f18-8f5d-5c43-8866-791052463081,HC2-020,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-23T00:00:00Z,2026-07-19T00:00:00Z
d2b8d3d2-c3e5-5cb4-8ab1-ac5ffb2db77b,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-021,595d9f18-8f5d-5c43-8866-791052463081,HC2-021,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-23T12:00:00Z,2026-07-19T00:00:00Z
5988a9fa-0219-5301-96cd-ddb98570ae97,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-022,595d9f18-8f5d-5c43-8866-791052463081,HC2-022,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-24T00:00:00Z,2026-07-19T00:00:00Z
b574a371-5c05-52cb-90d6-f9f0e92d72f0,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-023,595d9f18-8f5d-5c43-8866-791052463081,HC2-023,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-24T12:00:00Z,2026-07-19T00:00:00Z
deac2a14-15da-59b7-8c53-9cdcfdae1dbd,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-024,595d9f18-8f5d-5c43-8866-791052463081,HC2-024,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-25T00:00:00Z,2026-07-19T00:00:00Z
3fe26753-6fa9-5ba9-9e11-b6e6f0cf3d16,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-025,595d9f18-8f5d-5c43-8866-791052463081,HC2-025,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-25T12:00:00Z,2026-07-19T00:00:00Z
b31610c1-d386-531c-b335-8a3590f4b9c8,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-026,595d9f18-8f5d-5c43-8866-791052463081,HC2-026,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-26T00:00:00Z,2026-07-19T00:00:00Z
c07b9476-a607-5c68-a612-8592e6e11b0e,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-027,595d9f18-8f5d-5c43-8866-791052463081,HC2-027,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-26T12:00:00Z,2026-07-19T00:00:00Z
cc53894c-d645-54c9-8b81-762afb68f09d,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-028,595d9f18-8f5d-5c43-8866-791052463081,HC2-028,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-27T00:00:00Z,2026-07-19T00:00:00Z
4523f57c-fb8b-5d45-a497-2af0ee8c5706,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-029,595d9f18-8f5d-5c43-8866-791052463081,HC2-029,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-27T12:00:00Z,2026-07-19T00:00:00Z
f70116bd-fae7-510e-9078-3327ef3169d4,synthetic_csv,synthetic-csv-v1,syn1-U-A-002-030,595d9f18-8f5d-5c43-8866-791052463081,HC2-030,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-28T00:00:00Z,2026-07-19T00:00:00Z
f0aee2c9-9190-52d9-87cc-92e77747261a,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-001,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-001,1BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-13T12:00:00Z,2026-07-19T00:00:00Z
708debdf-7b78-5f3a-8154-44a96c916d5c,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-002,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-002,1BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-14T00:00:00Z,2026-07-19T00:00:00Z
9a7c7727-b00b-5d24-8f44-048f569b48c2,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-003,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-003,1BR,reserved,2,2026-07-19T00:00:00Z,\N,2025-08-14T12:00:00Z,2026-07-19T00:00:00Z
b91e49b9-b51b-5caf-85aa-9fb439e3d04b,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-004,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-004,1BR,blocked,2,2026-07-19T00:00:00Z,\N,2025-08-15T00:00:00Z,2026-07-19T00:00:00Z
eaa48b24-1533-5f31-a1bb-4cc82be6e247,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-005,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-005,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-15T12:00:00Z,2026-07-19T00:00:00Z
7f3ca7bb-482a-5cd4-9d26-283cda805690,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-006,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-006,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-16T00:00:00Z,2026-07-19T00:00:00Z
e3e1db45-63b5-5c8e-9064-d6dc220ad4db,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-007,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-007,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-16T12:00:00Z,2026-07-19T00:00:00Z
a4f8ba31-41b3-5b3a-93bc-bb957c9a6e95,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-008,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-008,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-17T00:00:00Z,2026-07-19T00:00:00Z
ff70288e-8cc8-5ee1-9902-dc6d9e0841a6,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-009,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-009,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-17T12:00:00Z,2026-07-19T00:00:00Z
993ce1ea-6ac8-5140-a89b-e76c8342c75b,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-010,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-010,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-18T00:00:00Z,2026-07-19T00:00:00Z
74b09c92-c1e6-5cd1-9234-b17e4e00a1b9,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-011,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-011,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-18T12:00:00Z,2026-07-19T00:00:00Z
59a5716a-7211-5370-b9bf-aae13c88c0b1,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-012,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-012,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-19T00:00:00Z,2026-07-19T00:00:00Z
f08cd43f-2468-503b-a6a1-1c23818c0fb7,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-013,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-013,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-19T12:00:00Z,2026-07-19T00:00:00Z
e92fdcac-c321-534f-8ccb-0b1afdf10993,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-014,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-014,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-20T00:00:00Z,2026-07-19T00:00:00Z
86ff17b1-71e0-5215-a615-1f888444101a,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-015,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-015,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-20T12:00:00Z,2026-07-19T00:00:00Z
1acffca8-739f-5ffa-9d0d-f55eac5fd2ea,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-016,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-016,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-21T00:00:00Z,2026-07-19T00:00:00Z
9aff6ffc-377b-52ab-acd2-3853c328e2a2,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-017,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-017,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-21T12:00:00Z,2026-07-19T00:00:00Z
55a1db1d-3da5-551e-b870-e49493c99476,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-018,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-018,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-22T00:00:00Z,2026-07-19T00:00:00Z
241b97bf-895d-58cc-b2c8-0796eb8e0772,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-019,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-019,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-22T12:00:00Z,2026-07-19T00:00:00Z
c1653867-35c4-54b2-bf5d-f6ac6b363f41,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-020,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-020,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-23T00:00:00Z,2026-07-19T00:00:00Z
342b3158-88e5-5e82-b747-1b4cd955b824,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-021,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-021,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-23T12:00:00Z,2026-07-19T00:00:00Z
c6cde389-3b0d-532f-82de-36ca6c74ea3a,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-022,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-022,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-24T00:00:00Z,2026-07-19T00:00:00Z
a18cb4a4-5f23-5663-a8fe-7b097bd31c57,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-023,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-023,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-24T12:00:00Z,2026-07-19T00:00:00Z
aeb04a23-b99c-553d-a209-2aa601aefe8e,synthetic_csv,synthetic-csv-v1,syn1-U-A-003-024,0b24d289-da6c-5de3-9062-67af2813f4ea,HC3-024,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-25T00:00:00Z,2026-07-19T00:00:00Z
a9605ba9-e720-59a3-a40f-cc4036a0f70a,synthetic_csv,synthetic-csv-v1,syn1-U-A-004-001,fefccc58-d625-539e-a48e-d38ba602c0b4,HC4-001,Studio,blocked,2,2026-07-19T00:00:00Z,\N,2025-08-13T12:00:00Z,2026-07-19T00:00:00Z
