unit_external_id,unit_code,absorption_score,rank,score_band,ticket_depth_score,segment_depth_score,price_per_sqm_net_score,loan_premium_score,area_efficiency_score,size_fit_score,floor_band_score,view_score,direction_score,corner_score,contrib__ticket_depth_score,contrib__price_per_sqm_net_score,contrib__loan_premium_score,contrib__segment_depth_score,contrib__size_fit_score,contrib__area_efficiency_score,contrib__floor_band_score,contrib__view_score,contrib__direction_score,contrib__corner_score,contrib__ticket_depth_score,contrib__price_per_sqm_net_score,contrib__loan_premium_score,contrib__segment_depth_score,contrib__size_fit_score,contrib__area_efficiency_score,contrib__floor_band_score,contrib__view_score,contrib__direction_score,contrib__corner_score,subdivision,tower,floor,floor_band,unit_type_normalized,gross_area_sqm,standard_price_vnd
U-0324,B3.39.14,93.03428482944527,11,Very High,100.0,100.0,70.68134011362461,99.99999948625417,76.58220206912509,100.0,100.0,94.0,55.0,70.0,29.042637518142776,10.263862701082822,7.2606593422343595,14.852648953794423,8.501019398526658,2.484132111661637,13.298707173113144,4.75773112062331,1.3918894235866066,1.1809970866795452,29.042637518142776,10.263862701082822,7.2606593422343595,14.852648953794423,8.501019398526658,2.484132111661637,13.298707173113144,4.75773112062331,1.3918894235866066,1.1809970866795452,Zenia,B3,39,high,2PN,66.45,3498130740
U-0288,B3.27.14,92.7811495881742,12,Very High,100.0,100.0,72.22089623797821,99.99999957239291,66.6119383006291,98.19681545166571,100.0,94.0,55.0,70.0,29.042637518142776,10.487426553375013,7.2606593484886,14.852648953794423,8.347730330281525,2.160722080089266,13.298707173113144,4.75773112062331,1.3918894235866066,1.1809970866795452,29.042637518142776,10.487426553375013,7.2606593484886,14.852648953794423,8.347730330281525,2.160722080089266,13.298707173113144,4.75773112062331,1.3918894235866066,1.1809970866795452,Zenia,B3,27,high,2PN,66.8,3459812578
U-0292,B3.28.12,92.51749581621287,13,Very High,100.0,100.0,69.81656364137946,99.99999971245916,67.64242193844674,100.0,100.0,72.0,95.0,70.0,29.042637518142776,10.13828575299465,7.260659358658334,14.852648953794423,8.501019398526658,2.1941483518088245,13.298707173113144,3.6442195817540246,2.4041726407405024,1.1809970866795452,29.042637518142776,10.13828575299465,7.260659358658334,14.852648953794423,8.501019398526658,2.1941483518088245,13.298707173113144,3.6442195817540246,2.4041726407405024,1.1809970866795452,Zenia,B3,28,high,2PN,66.45,3498943013
U-0291,B3.28.11,92.0033956600596,14,Very High,100.0,100.0,73.24726496060379,99.99999953016713,67.64242193844674,100.0,100.0,72.0,55.0,70.0,29.042637518142776,10.636468827230882,7.26065934542273,14.852648953794423,8.501019398526658,2.1941483518088245,13.298707173113144,3.6442195817540246,1.3918894235866066,1.1809970866795452,29.042637518142776,10.636468827230882,7.26065934542273,14.852648953794423,8.501019398526658,2.1941483518088245,13.298707173113144,3.6442195817540246,1.3918894235866066,1.1809970866795452,Zenia,B3,28,high,2PN,66.45,3420335983
U-0295,B3.30.11,91.943945824773,15,Very High,100.0,100.0,72.83786793272724,99.99999969711489,67.64242193844674,100.0,100.0,72.0,55.0,70.0,29.042637518142776,10.577018979822764,7.260659357544238,14.852648953794423,8.501019398526658,2.1941483518088245,13.298707173113144,3.6442195817540246,1.3918894235866066,1.1809970866795452,29.042637518142776,10.577018979822764,7.260659357544238,14.852648953794423,8.501019398526658,2.1941483518088245,13.298707173113144,3.6442195817540246,1.3918894235866066,1.1809970866795452,Zenia,B3,30,high,2PN,66.45,3429716422
U-0299,B3.32.15,91.89415197473068,16,Very High,95.0,100.0,70.01393460957854,99.99999957615277,78.56590826328434,99.58784353180931,100.0,94.0,70.0,70.0,27.590505642235637,10.166946620424705,7.260659348761591,14.852648953794423,8.465981897213487,2.548478501865527,13.298707173113144,4.75773112062331,1.7714956300193176,1.1809970866795452,27.590505642235637,10.166946620424705,7.260659348761591,14.852648953794423,8.465981897213487,2.548478501865527,13.298707173113144,4.75773112062331,1.7714956300193176,1.1809970866795452,Zenia,B3,32,high,2PN,66.37,3513506402
U-0310,B3.35.15,91.80556838875151,17,Very High,95.0,100.0,69.40391018182272,99.99999965443021,78.56590826328434,99.58784353180931,100.0,94.0,70.0,70.0,27.590505642235637,10.07836302876208,7.260659354445049,14.852648953794423,8.465981897213487,2.548478501865527,13.298707173113144,4.75773112062331,1.7714956300193176,1.1809970866795452,27.590505642235637,10.07836302876208,7.260659354445049,14.852648953794423,8.465981897213487,2.548478501865527,13.298707173113144,4.75773112062331,1.7714956300193176,1.1809970866795452,Zenia,B3,35,high,2PN,66.37,3527560121
U-0318,B3.37.15,91.74651265371709,18,Very High,95.0,100.0,68.99722727339213,99.9999994676352,78.56590826328434,99.58784353180931,100.0,94.0,70.0,70.0,27.590505642235637,10.019307307290212,7.2606593408825,14.852648953794423,8.465981897213487,2.548478501865527,13.298707173113144,4.75773112062331,1.7714956300193176,1.1809970866795452,27.590505642235637,10.019307307290212,7.2606593408825,14.852648953794423,8.465981897213487,2.548478501865527,13.298707173113144,4.75773112062331,1.7714956300193176,1.1809970866795452,Zenia,B3,37,high,2PN,66.37,3536929266
U-0325,B3.39.15,91.68745693815725,19,Very High,95.0,100.0,68.59054432155492,99.999999635874,78.56590826328434,99.58784353180931,100.0,94.0,70.0,70.0,27.590505642235637,9.960251579515129,7.260659353097746,14.852648953794423,8.465981897213487,2.548478501865527,13.298707173113144,4.75773112062331,1.7714956300193176,1.1809970866795452,27.590505642235637,9.960251579515129,7.260659353097746,14.852648953794423,8.465981897213487,2.548478501865527,13.298707173113144,4.75773112062331,1.7714956300193176,1.1809970866795452,Zenia,B3,39,high,2PN,66.37,3546298412
U-0300,B3.33.12,91.38378957610178,20,Very High,95.0,100.0,69.81059313365994,99.9999994853448,78.56590826328434,99.58784353180931,100.0,72.0,95.0,70.0,27.590505642235637,10.137418756537164,7.260659342168333,14.852648953794423,8.465981897213487,2.548478501865527,13.298707173113144,3.6442195817540246,2.4041726407405024,1.1809970866795452,27.590505642235637,10.137418756537164,7.260659342168333,14.852648953794423,8.465981897213487,2.548478501865527,13.298707173113144,3.6442195817540246,2.4041726407405024,1.1809970866795452,Zenia,B3,33,high,2PN,66.37,3518190975
U-0307,B3.35.12,91.32473386060342,21,Very High,95.0,100.0,69.40391018182272,99.99999965443021,78.56590826328434,99.58784353180931,100.0,72.0,95.0,70.0,27.590505642235637,10.07836302876208,7.260659354445049,14.852648953794423,8.465981897213487,2.548478501865527,13.298707173113144,3.6442195817540246,2.4041726407405024,1.1809970866795452,27.590505642235637,10.07836302876208,7.260659354445049,14.852648953794423,8.465981897213487,2.548478501865527,13.298707173113144,3.6442195817540246,2.4041726407405024,1.1809970866795452,Zenia,B3,35,high,2PN,66.37,3527560121
U-0313,B3.36.12,91.2952060155183,22,Very High,95.0,100.0,69.20056870590412,99.99999991339341,78.56590826328434,99.58784353180931,100.0,72.0,95.0,70.0,27.590505642235637,10.04883516487454,7.260659373247485,14.852648953794423,8.465981897213487,2.548478501865527,13.298707173113144,3.6442195817540246,2.4041726407405024,1.1809970866795452,27.590505642235637,10.04883516487454,7.260659373247485,14.852648953794423,8.465981897213487,2.548478501865527,13.298707173113144,3.6442195817540246,2.4041726407405024,1.1809970866795452,Zenia,B3,36,high,2PN,66.37,3532244694
U-0283,B3.24.13,91.24413082833476,23,Very High,100.0,100.0,76.35319320007731,99.99999967982161,67.64242193844674,100.0,85.0,90.0,50.0,70.0,29.042637518142776,11.087490567312846,7.260659356288632,14.852648953794423,8.501019398526658,2.1941483518088245,11.303901097146174,4.555274477192531,1.2653540214423697,1.1809970866795452,29.042637518142776,11.087490567312846,7.260659356288632,14.852648953794423,8.501019398526658,2.1941483518088245,11.303901097146174,4.555274477192531,1.2653540214423697,1.1809970866795452,Zenia,B3,24,mid,2PN,66.45,3349170419
U-0321,B3.39.02,90.9875136372103,24,Very High,100.0,100.0,70.55858937810675,99.9999996563927,50.65600589270199,99.12416750509475,100.0,72.0,55.0,70.0,29.042637518142776,10.246037675499167,7.260659354587539,14.852648953794423,8.426564708236164,1.6431521618169074,13.298707173113144,3.6442195817540246,1.3918894235866066,1.1809970866795452,29.042637518142776,10.246037675499167,7.260659354587539,14.852648953794423,8.426564708236164,1.6431521618169074,13.298707173113144,3.6442195817540246,1.3918894235866066,1.1809970866795452,Zenia,B3,39,high,2PN,66.28,3436990533
U-0258,B3.13.08,90.78231829905612,25,Very High,100.0,100.0,71.57283705226101,99.99999965144319,53.42556057061325,99.22720662214242,85.0,100.0,60.0,70.0,29.042637518142776,10.393319813269576,7.260659354228172,14.852648953794423,8.435324083564456,1.732989480730668,11.303901097146174,5.061416085769479,1.5184248257308437,1.1809970866795452,29.042637518142776,10.393319813269576,7.260659354228172,14.852648953794423,8.435324083564456,1.732989480730668,11.303901097146174,5.061416085769479,1.5184248257308437,1.1809970866795452,Zenia,B3,13,mid,2PN,66.3,3420920591
U-0201,A4.27.04,90.77232292932182,26,Very High,100.0,95.0,85.50908507963368,70.37037006374288,64.0135373882412,100.0,100.0,72.0,55.0,70.0,29.042637518142776,12.417046812379159,5.109352874447126,14.110016506104701,8.501019398526658,2.076436554588087,13.298707173113144,3.6442195817540246,1.3918894235866066,1.1809970866795452,29.042637518142776,12.417046812379159,5.109352874447126,14.110016506104701,8.501019398526658,2.076436554588087,13.298707173113144,3.6442195817540246,1.3918894235866066,1.1809970866795452,Risa,A4,27,high,2PN+2WC,72.66,3425159502
U-0262,B3.14.08,90.75233292216903,27,Very High,100.0,100.0,71.36634499266137,99.99999955915901,53.42556057061325,99.22720662214242,85.0,100.0,60.0,70.0,29.042637518142776,10.36333444308294,7.2606593475277315,14.852648953794423,8.435324083564456,1.732989480730668,11.303901097146174,5.061416085769479,1.5184248257308437,1.1809970866795452,29.042637518142776,10.36333444308294,7.2606593475277315,14.852648953794423,8.435324083564456,1.732989480730668,11.303901097146174,5.061416085769479,1.5184248257308437,1.1809970866795452,Zenia,B3,14,mid,2PN,66.3,3425600223
U-0264,B3.14.13,90.59560207933157,28,Very High,100.0,100.0,74.21691958820028,99.99999982811423,59.37301191370121,99.17568706361861,85.0,90.0,50.0,70.0,29.042637518142776,10.777275466566255,7.260659367055654,14.852648953794423,8.430944395900312,1.9259096954115453,11.303901097146174,4.555274477192531,1.2653540214423697,1.1809970866795452,29.042637518142776,10.777275466566255,7.260659367055654,14.852648953794423,8.430944395900312,1.9259096954115453,11.303901097146174,4.555274477192531,1.2653540214423697,1.1809970866795452,Zenia,B3,14,mid,2PN,66.29,3372809737
U-0268,B3.16.13,90.53585034373359,29,Very High,100.0,100.0,73.80544372381861,99.99999963922677,59.37301191370121,99.17568706361861,85.0,90.0,50.0,70.0,29.042637518142776,10.71752374468275,7.260659353341179,14.852648953794423,8.430944395900312,1.9259096954115453,11.303901097146174,4.555274477192531,1.2653540214423697,1.1809970866795452,29.042637518142776,10.71752374468275,7.260659353341179,14.852648953794423,8.430944395900312,1.9259096954115453,11.303901097146174,4.555274477192531,1.2653540214423697,1.1809970866795452,Zenia,B3,16,mid,2PN,66.29,3382167589
U-0270,B3.17.13,90.49631773145103,30,Very High,100.0,100.0,73.44243965310936,99.99999982394249,57.619032094958435,100.0,85.0,90.0,50.0,70.0,29.042637518142776,10.664810766466653,7.260659366752758,14.852648953794423,8.501019398526658,1.8690150453071708,11.303901097146174,4.555274477192531,1.2653540214423697,1.1809970866795452,29.042637518142776,10.664810766466653,7.260659366752758,14.852648953794423,8.501019398526658,1.8690150453071708,11.303901097146174,4.555274477192531,1.2653540214423697,1.1809970866795452,Zenia,B3,17,mid,2PN,66.45,3394945913
U-0281,B3.22.14,90.42579139623973,31,Very High,100.0,100.0,73.33188890872955,99.99999969587768,67.64242193844674,100.0,85.0,80.0,55.0,70.0,29.042637518142776,10.648757340484735,7.260659357454409,14.852648953794423,8.501019398526658,2.1941483518088245,11.303901097146174,4.049132868615583,1.3918894235866066,1.1809970866795452,29.042637518142776,10.648757340484735,7.260659357454409,14.852648953794423,8.501019398526658,2.1941483518088245,11.303901097146174,4.049132868615583,1.3918894235866066,1.1809970866795452,Zenia,B3,22,mid,2PN,66.45,3418397010
U-0306,B3.34.11,90.34197851392912,32,Very High,95.0,100.0,69.60725165774133,99.99999974522154,78.56590826328434,99.58784353180931,100.0,72.0,55.0,70.0,27.590505642235637,10.107890892649621,7.260659361037098,14.852648953794423,8.465981897213487,2.548478501865527,13.298707173113144,3.6442195817540246,1.3918894235866066,1.1809970866795452,27.590505642235637,10.107890892649621,7.260659361037098,14.852648953794423,8.465981897213487,2.548478501865527,13.298707173113144,3.6442195817540246,1.3918894235866066,1.1809970866795452,Zenia,B3,34,high,2PN,66.37,3522875548
U-0267,B3.15.09,90.28253184519231,33,Very High,100.0,100.0,71.7124337132705,99.9999995826477,59.37301191370121,99.17568706361861,85.0,80.0,72.0,70.0,29.042637518142776,10.413591089391783,7.2606593492331655,14.852648953794423,8.430944395900312,1.9259096954115453,11.303901097146174,4.049132868615583,1.8221097908770123,1.1809970866795452,29.042637518142776,10.413591089391783,7.2606593492331655,14.852648953794423,8.430944395900312,1.9259096954115453,11.303901097146174,4.049132868615583,1.8221097908770123,1.1809970866795452,Zenia,B3,15,mid,2PN,66.29,3429767168
U-0259,B3.13.14,90.2244107820948,34,Very High,100.0,100.0,74.51760917148206,99.99999985833357,60.311622062509244,98.40289368576101,85.0,80.0,55.0,70.0,29.042637518142776,10.820939559429927,7.260659369249777,14.852648953794423,8.365249080938108,1.9563558245118937,11.303901097146174,4.049132868615583,1.3918894235866066,1.1809970866795452,29.042637518142776,10.820939559429927,7.260659369249777,14.852648953794423,8.365249080938108,1.9563558245118937,11.303901097146174,4.049132868615583,1.3918894235866066,1.1809970866795452,Zenia,B3,13,mid,2PN,66.76,3391790095
U-0265,B3.14.14,90.19455212156333,35,Very High,100.0,100.0,74.3119897433368,99.99999974897837,60.311622062509244,98.40289368576101,85.0,80.0,55.0,70.0,29.042637518142776,10.791080906838372,7.260659361309869,14.852648953794423,8.365249080938108,1.9563558245118937,11.303901097146174,4.049132868615583,1.3918894235866066,1.1809970866795452,29.042637518142776,10.791080906838372,7.260659361309869,14.852648953794423,8.365249080938108,1.9563558245118937,11.303901097146174,4.049132868615583,1.3918894235866066,1.1809970866795452,Zenia,B3,14,mid,2PN,66.76,3396502195
U-0322,B3.39.11,90.19433919285527,36,Very High,95.0,100.0,68.59054432155492,99.999999635874,78.56590826328434,99.58784353180931,100.0,72.0,55.0,70.0,27.590505642235637,9.960251579515129,7.260659353097746,14.852648953794423,8.465981897213487,2.548478501865527,13.298707173113144,3.6442195817540246,1.3918894235866066,1.1809970866795452,27.590505642235637,9.960251579515129,7.260659353097746,14.852648953794423,8.465981897213487,2.548478501865527,13.298707173113144,3.6442195817540246,1.3918894235866066,1.1809970866795452,Zenia,B3,39,high,2PN,66.37,3546298412
U-0271,B3.17.14,90.11671152501833,37,Very High,100.0,100.0,73.44243965310936,99.99999982394249,57.619032094958435,100.0,85.0,80.0,55.0,70.0,29.042637518142776,10.664810766466653,7.260659366752758,14.852648953794423,8.501019398526658,1.8690150453071708,11.303901097146174,4.049132868615583,1.3918894235866066,1.1809970866795452,29.042637518142776,10.664810766466653,7.260659366752758,14.852648953794423,8.501019398526658,1.8690150453071708,11.303901097146174,4.049132868615583,1.3918894235866066,1.1809970866795452,Zenia,B3,17,mid,2PN,66.45,3394945913
U-0263,B3.14.11,89.9686066511517,38,Very High,100.0,100.0,75.21093220340282,99.99999944569011,57.619032094958435,100.0,85.0,72.0,55.0,70.0,29.042637518142776,10.921619206925198,7.260659339289141,14.852648953794423,8.501019398526658,1.8690150453071708,11.303901097146174,3.6442195817540246,1.3918894235866066,1.1809970866795452,29.042637518142776,10.921619206925198,7.260659339289141,14.852648953794423,8.501019398526658,1.8690150453071708,11.303901097146174,3.6442195817540246,1.3918894235866066,1.1809970866795452,Zenia,B3,14,mid,2PN,66.45,3354672911
U-0311,B3.35.16,89.9451080384348,39,Very High,95.0,100.0,68.68370003793018,99.99999966784517,70.75013969536971,97.99073721757033,100.0,72.0,60.0,70.0,27.590505642235637,9.973779018032278,7.2606593554190635,14.852648953794423,8.330211579624937,2.2949548220508937,13.298707173113144,3.6442195817540246,1.5184248257308437,1.1809970866795452,27.590505642235637,9.973779018032278,7.2606593554190635,14.852648953794423,8.330211579624937,2.2949548220508937,13.298707173113144,3.6442195817540246,1.5184248257308437,1.1809970866795452,Zenia,B3,35,high,2PN,66.84,3552319888
U-0326,B3.39.16,89.82643366653329,40,Very High,95.0,100.0,67.86645769318302,99.9999995853918,70.75013969536971,97.99073721757033,100.0,72.0,60.0,70.0,27.590505642235637,9.855104652117435,7.260659349432405,14.852648953794423,8.330211579624937,2.2949548220508937,13.298707173113144,3.6442195817540246,1.5184248257308437,1.1809970866795452,27.590505642235637,9.855104652117435,7.260659349432405,14.852648953794423,8.330211579624937,2.2949548220508937,13.298707173113144,3.6442195817540246,1.5184248257308437,1.1809970866795452,Zenia,B3,39,high,2PN,66.84,3571190874
U-0254,B3.12.13,89.15230466748375,41,High,100.0,100.0,77.92407817850173,99.99999977020234,57.619032094958435,100.0,70.0,90.0,50.0,70.0,29.042637518142776,11.315603782368227,7.260659362850869,14.852648953794423,8.501019398526658,1.8690150453071708,9.309095021179202,4.555274477192531,1.2653540214423697,1.1809970866795452,29.042637518142776,11.315603782368227,7.260659362850869,14.852648953794423,8.501019398526658,1.8690150453071708,9.309095021179202,4.555274477192531,1.2653540214423697,1.1809970866795452,Zenia,B3,12,low,2PN,66.45,3292887786
U-0389,B4.39.03,88.97993327919713,42,High,95.0,100.0,83.36504229836281,99.99999946494383,68.32568358222116,46.11054178406611,100.0,72.0,95.0,100.0,27.590505642235637,12.105703525779957,7.260659340687088,14.852648953794423,3.9198661018292005,2.216311624006648,13.298707173113144,3.6442195817540246,2.4041726407405024,1.6871386952564933,27.590505642235637,12.105703525779957,7.260659340687088,14.852648953794423,3.9198661018292005,2.216311624006648,13.298707173113144,3.6442195817540246,2.4041726407405024,1.6871386952564933,Zenia,B4,39,high,2PN,76.91,3691958029
U-0381,B4.37.03,88.92050824899536,43,High,95.0,100.0,82.95581608992852,99.99999962981369,68.32568358222116,46.11054178406611,100.0,72.0,95.0,100.0,27.590505642235637,12.046278483607551,7.260659352657727,14.852648953794423,3.9198661018292005,2.216311624006648,13.298707173113144,3.6442195817540246,2.4041726407405024,1.6871386952564933,27.590505642235637,12.046278483607551,7.260659352657727,14.852648953794423,3.9198661018292005,2.216311624006648,13.298707173113144,3.6442195817540246,2.4041726407405024,1.6871386952564933,Zenia,B4,37,high,2PN,76.91,3702815058
U-0237,B3.04.13,88.85169956728988,44,High,100.0,100.0,78.51658590949584,99.99999944865344,45.69932525405383,100.0,70.0,90.0,50.0,70.0,29.042637518142776,11.401643718658024,7.260659339504299,14.852648953794423,8.501019398526658,1.4823700321700826,9.309095021179202,4.555274477192531,1.2653540214423697,1.1809970866795452,29.042637518142776,11.401643718658024,7.260659339504299,14.852648953794423,8.501019398526658,1.4823700321700826,9.309095021179202,4.555274477192531,1.2653540214423697,1.1809970866795452,Zenia,B3,4,low,2PN,66.45,3255366030
U-0392,B4.39.20,88.8476692534032,45,High,92.0,82.0,74.56571218224737,99.99999961214806,74.81033746642215,100.0,100.0,100.0,55.0,70.0,26.719226516691357,10.827924750955868,7.260659351375086,12.179172142111426,8.501019398526658,2.426657324594036,13.298707173113144,5.061416085769479,1.3918894235866066,1.1809970866795452,26.719226516691357,10.827924750955868,7.260659351375086,12.179172142111426,8.501019398526658,2.426657324594036,13.298707173113144,5.061416085769479,1.3918894235866066,1.1809970866795452,Zenia,B4,39,high,1PN+,53.94,2763946350
U-0244,B3.05.13,88.82157074884289,46,High,100.0,100.0,78.30910586368763,99.99999972915529,45.69932525405383,100.0,70.0,90.0,50.0,70.0,29.042637518142776,11.371514879844746,7.260659359870583,14.852648953794423,8.501019398526658,1.4823700321700826,9.309095021179202,4.555274477192531,1.2653540214423697,1.1809970866795452,29.042637518142776,11.371514879844746,7.260659359870583,14.852648953794423,8.501019398526658,1.4823700321700826,9.309095021179202,4.555274477192531,1.2653540214423697,1.1809970866795452,Zenia,B3,5,low,2PN,66.45,3260056250
U-0371,B4.33.03,88.80165816937986,47,High,95.0,100.0,82.13736371075221,99.99999961956536,68.32568358222116,46.11054178406611,100.0,72.0,95.0,100.0,27.590505642235637,11.927428404736157,7.260659351913631,14.852648953794423,3.9198661018292005,2.216311624006648,13.298707173113144,3.6442195817540246,2.4041726407405024,1.6871386952564933,27.590505642235637,11.927428404736157,7.260659351913631,14.852648953794423,3.9198661018292005,2.216311624006648,13.298707173113144,3.6442195817540246,2.4041726407405024,1.6871386952564933,Zenia,B4,33,high,2PN,76.91,3724529115
U-0385,B4.37.20,88.78847864431272,48,High,92.0,82.0,74.15810019743098,99.99999997747135,74.81033746642215,100.0,100.0,100.0,55.0,70.0,26.719226516691357,10.768734115340502,7.260659377899966,12.179172142111426,8.501019398526658,2.426657324594036,13.298707173113144,5.061416085769479,1.3918894235866066,1.1809970866795452,26.719226516691357,10.768734115340502,7.260659377899966,12.179172142111426,8.501019398526658,2.426657324594036,13.298707173113144,5.061416085769479,1.3918894235866066,1.1809970866795452,Zenia,B4,37,high,1PN+,53.94,2771560810
