project_external_id,area_external_id,unit_external_id,source_system,source_instance_id,unit_code,subdivision,subdivision_raw,tower,floor,unit_number,unit_type_raw,gross_area_sqm,net_area_sqm,standard_price_vnd,loan_price_vnd,agency_name,unit_type_normalized,bedrooms,bathrooms,price_per_sqm_gross_vnd,price_per_sqm_net_vnd,area_efficiency_ratio,loan_premium_pct,floor_band,direction,balcony_direction,view,corner_unit_proxy,source_revision,mirrored_revision,mirrored_at,data_profile,agency_name_origin,stacking_price_million_vnd,project_name,project_status,project_launch_date,area_name,area_unit_type,area_bedrooms,area_sqm,area_total_units,area_status,last_sync_batch_id,deal_source_revision,deal_created_at,deal_updated_at,physical_features_origin,crm_signals_origin,price_per_sqm_gross_vnd_source,price_per_sqm_net_vnd_source,area_efficiency_ratio_source,loan_premium_pct_source
P-0001,A-0005,U-0014,mini_crm,mini-crm-dev,A1.19.10,Lusso Saigon,LUSSO,A1,19,10,Căn hộ Loft,67.79,60.15,4166553799,4574876072,VNL,Loft,2,2,61462661.144711606,69269389.84206152,0.8872990116536361,9.800000016752454,mid,Đông,Nam,Thành phố,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,4167,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,Căn hộ Loft,2,60.1,4,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,67486002,76057790,0.8873,9.8
P-0001,A-0002,U-0015,mini_crm,mini-crm-dev,A1.22.05,Lusso Saigon,LUSSO,A1,22,5,2 PN,61.98,56.56,2901014223,3185313616,Cas,2PN,2,2,46805650.580832526,51290916.24823196,0.9125524362697646,9.79999997056202,mid,Đông,Nam,Toàn cảnh,False,1,1,2025-05-31 00:00:00+00:00,demo,observed,2901,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,2 PN,2,56.56,25,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,51392604,56317426,0.9126,9.8
P-0001,A-0003,U-0016,mini_crm,mini-crm-dev,A1.23.02,Lusso Saigon,LUSSO,A1,23,2,3 PN,76.39,68.12,4735406084,5199475880,VNL,3PN,3,2,61989868.8833617,69515650.08807985,0.8917397565126326,9.799999995100737,mid,Nam,Tây,Thành phố,True,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,4735,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,3 PN,3,74.82,19,active,seed-batch-units-001,1,2025-07-16 02:00:00+00:00,2025-08-02 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,68064876,76328184,0.8917,9.8
P-0001,A-0003,U-0017,mini_crm,mini-crm-dev,A1.25.15,Lusso Saigon,LUSSO,A1,25,15,3 PN,83.01,74.82,5149798922,5654479216,VNL,3PN,3,2,62038295.65112637,68829175.6482224,0.9013371882905673,9.79999999308711,mid,Nam,Tây,Nội khu,True,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,5150,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,3 PN,3,74.82,19,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,68118049,75574435,0.9013,9.8
P-0001,A-0003,U-0018,mini_crm,mini-crm-dev,A1.28.15,Lusso Saigon,LUSSO,A1,28,15,3 PN,83.01,74.82,5188684074,5697175113,VNL,3PN,3,2,62506735.01987712,69348891.65998396,0.9013371882905673,9.799999995143278,high,Nam,Tây,Thành phố,True,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,5189,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,3 PN,3,74.82,19,active,seed-batch-units-001,1,2025-07-12 02:00:00+00:00,2025-07-17 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,68632395,76145083,0.9013,9.8
P-0001,A-0002,U-0019,mini_crm,mini-crm-dev,A1.29.05,Lusso Saigon,LUSSO,A1,29,5,2 PN,61.98,56.56,2839726820,3118020048,AKH,2PN,2,2,45816825.10487254,50207334.15841584,0.9125524362697646,9.799999987322725,high,Đông,Nam,Toàn cảnh,False,1,1,2025-05-31 00:00:00+00:00,demo,observed,2840,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,2 PN,2,56.56,25,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,50306874,55127653,0.9126,9.8
P-0001,A-0002,U-0020,mini_crm,mini-crm-dev,A1.32.14,Lusso Saigon,LUSSO,A1,32,14,2 PN,62.86,57.1,2671188454,2932964922,VSH,2PN,2,2,42494248.393254854,46780883.60770578,0.9083678014635699,9.799999981581232,high,Bắc,Đông,Hồ bơi,False,1,1,2025-05-31 00:00:00+00:00,demo,observed,2671,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,2 PN,2,56.56,25,active,seed-batch-units-001,1,2025-07-17 02:00:00+00:00,2025-07-28 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,46658685,51365410,0.9084,9.8
P-0001,A-0003,U-0021,mini_crm,mini-crm-dev,A1.34.02,Lusso Saigon,LUSSO,A1,34,2,3 PN,76.39,68.56,4866614389,5343542600,VNL,3PN,3,2,63707479.8926561,70983290.38798133,0.897499672732033,9.80000001804129,high,Nam,Tây,Thành phố,True,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,4867,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,3 PN,3,74.82,19,active,seed-batch-units-001,1,2025-07-26 02:00:00+00:00,2025-08-22 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,69950813,77939653,0.8975,9.8
P-0001,A-0003,U-0022,mini_crm,mini-crm-dev,A1.35.15,Lusso Saigon,LUSSO,A1,35,15,3 PN,83.01,75.24,5279416095,5796798872,VNL,3PN,3,2,63599760.20961329,70167678.03030303,0.9063968196602817,9.79999999412814,high,Nam,Tây,Thành phố,True,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,5279,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,3 PN,3,74.82,19,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,69832537,77044110,0.9064,9.8
P-0001,A-0002,U-0023,mini_crm,mini-crm-dev,A1.37.05,Lusso Saigon,LUSSO,A1,37,5,2 PN,61.92,56.8,2767071106,3038244074,HBL,2PN,2,2,44687840.85917313,48716040.59859155,0.9173126614987079,9.799999985977953,high,Đông,Nam,Toàn cảnh,False,1,1,2025-05-31 00:00:00+00:00,demo,observed,2767,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,2 PN,2,56.56,25,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,49067249,53490213,0.9173,9.8
P-0001,A-0003,U-0024,mini_crm,mini-crm-dev,A2.05.02,Lusso Saigon,LUSSO,A2,5,2,3 PN,82.85,73.64,4889514574,5368687002,AKH,3PN,3,2,59016470.416415215,66397536.31178707,0.8888352444176223,9.799999994846115,low,Nam,Tây,Hồ bơi,True,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,4890,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,3 PN,3,74.82,19,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,64800085,72904495,0.8888,9.8
P-0001,A-0001,U-0025,mini_crm,mini-crm-dev,A2.05.11,Lusso Saigon,LUSSO,A2,5,11,1 PN+,56.85,51.66,2982907435,3275232364,AKH,1PN+,1,1,52469787.774846084,57741142.76035618,0.908707124010554,9.800000012404006,low,Đông Bắc,Đông Nam,Cảnh quan nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,2983,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,1 PN+,1,51.66,7,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,57611827,63399775,0.9087,9.8
P-0001,A-0002,U-0026,mini_crm,mini-crm-dev,A2.05.12,Lusso Saigon,LUSSO,A2,5,12,2 PN,66.45,59.61,3419980863,3755138988,AKH,2PN,2,2,51466980.63205417,57372602.96930046,0.8970654627539503,9.80000001245621,low,Nam,Tây,Nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3420,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,2 PN,2,56.56,25,active,seed-batch-units-001,1,2025-07-26 02:00:00+00:00,2025-08-01 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,56510745,62995118,0.8971,9.8
P-0001,A-0002,U-0027,mini_crm,mini-crm-dev,A2.05.13,Lusso Saigon,LUSSO,A2,5,13,2 PN,66.45,59.61,3365247458,3695041709,AKH,2PN,2,2,50643302.60346124,56454411.30682772,0.8970654627539503,9.800000003446998,low,Bắc,Đông,Nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3365,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,2 PN,2,56.56,25,active,seed-batch-units-001,1,2025-07-24 02:00:00+00:00,2025-09-02 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,55606346,61986944,0.8971,9.8
P-0001,A-0002,U-0028,mini_crm,mini-crm-dev,A2.05.14,Lusso Saigon,LUSSO,A2,5,14,2 PN,67.04,59.77,3394501146,3727162258,AKH,2PN,2,2,50633966.97494033,56792724.54408566,0.8915572792362768,9.799999990926501,low,Tây Nam,Tây Bắc,Hồ bơi,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3395,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,2 PN,2,56.56,25,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,55596096,62358412,0.8916,9.8
P-0001,A-0001,U-0029,mini_crm,mini-crm-dev,A2.06.11,Lusso Saigon,LUSSO,A2,6,11,1 PN+,56.85,51.66,2990938111,3284050045,AKH,1PN+,1,1,52611048.566402815,57896595.25745258,0.908707124010554,9.799999970644661,low,Đông Bắc,Đông Nam,Cảnh quan nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,2991,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,1 PN+,1,51.66,7,active,seed-batch-units-001,1,2025-07-21 02:00:00+00:00,2025-07-24 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,57766931,63570462,0.9087,9.8
P-0001,A-0002,U-0030,mini_crm,mini-crm-dev,A2.06.13,Lusso Saigon,LUSSO,A2,6,13,2 PN,66.45,59.61,3374634237,3705348392,AKH,2PN,2,2,50784563.386004515,56611881.17765476,0.8970654627539503,9.799999993302979,low,Bắc,Đông,Nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3375,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,2 PN,2,56.56,25,active,seed-batch-units-001,1,2025-07-31 02:00:00+00:00,2025-08-11 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,55761451,62159846,0.8971,9.8
P-0001,A-0001,U-0031,mini_crm,mini-crm-dev,A2.07.11,Lusso Saigon,LUSSO,A2,7,11,1 PN+,56.85,51.66,2998968786,3292867727,AKH,1PN+,1,1,52752309.34036939,58052047.73519164,0.908707124010554,9.799999999066346,low,Đông Bắc,Đông Nam,Cảnh quan nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,2999,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,1 PN+,1,51.66,7,active,seed-batch-units-001,1,2025-07-30 02:00:00+00:00,2025-09-13 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,57922036,63741148,0.9087,9.8
P-0001,A-0002,U-0032,mini_crm,mini-crm-dev,A2.07.13,Lusso Saigon,LUSSO,A2,7,13,2 PN,66.45,59.61,3384021016,3715655075,AKH,2PN,2,2,50925824.16854778,56769351.0484818,0.8970654627539503,9.799999983215233,low,Bắc,Đông,Nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3384,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,2 PN,2,56.56,25,active,seed-batch-units-001,1,2025-08-13 02:00:00+00:00,2025-09-22 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,55916555,62332747,0.8971,9.8
P-0001,A-0003,U-0033,mini_crm,mini-crm-dev,A2.07.15,Lusso Saigon,LUSSO,A2,7,15,3 PN,88.96,79.59,5502234542,6041453527,AKH,3PN,3,2,61850658.07104317,69132234.47669305,0.8946717625899282,9.799999997891765,low,Bắc,Đông,Cảnh quan nội khu,True,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,5502,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,3 PN,3,74.82,19,active,seed-batch-units-001,1,2025-07-31 02:00:00+00:00,2025-08-10 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,67912023,75907193,0.8947,9.8
P-0001,A-0002,U-0034,mini_crm,mini-crm-dev,A2.08.04,Lusso Saigon,LUSSO,A2,8,4,2 PN,63.1,55.43,2920694854,3206922949,AKH,2PN,2,2,46286764.72266244,52691590.36622767,0.8784469096671949,9.799999976307008,low,Nam,Tây,Hồ bơi,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,2921,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,2 PN,2,56.56,25,active,seed-batch-units-001,1,2025-07-14 02:00:00+00:00,2025-07-16 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,50822868,57855366,0.8784,9.8
P-0001,A-0001,U-0035,mini_crm,mini-crm-dev,A2.09.11,Lusso Saigon,LUSSO,A2,9,11,1 PN+,56.85,51.66,3015030137,3310503090,AKH,1PN+,1,1,53034830.9058927,58362952.710027106,0.908707124010554,9.79999998587079,low,Đông Bắc,Đông Nam,Cảnh quan nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3015,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,1 PN+,1,51.66,7,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,58232244,64082522,0.9087,9.8
P-0001,A-0002,U-0036,mini_crm,mini-crm-dev,A2.10.04,Lusso Saigon,LUSSO,A2,10,4,2 PN,63.1,55.43,2902867743,3187348782,AKH,2PN,2,2,46004243.153724246,52369975.5186722,0.8784469096671949,9.800000006407457,low,Nam,Tây,Hồ bơi,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,2903,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,2 PN,2,56.56,25,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,50512659,57502233,0.8784,9.8
P-0001,A-0003,U-0037,mini_crm,mini-crm-dev,A2.12.02,Lusso Saigon,LUSSO,A2,12,2,3 PN,82.93,74.31,4984636415,5473130783,AKH,3PN,3,2,60106552.69504401,67078945.16215853,0.896056915470879,9.799999986558698,low,Nam,Tây,Hồ bơi,True,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,4985,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,3 PN,3,74.82,19,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,65996995,73652682,0.8961,9.8
P-0001,A-0003,U-0038,mini_crm,mini-crm-dev,A2.12.15,Lusso Saigon,LUSSO,A2,12,15,3 PN,89.04,80.29,5549344207,6093179940,AKH,3PN,3,2,62324171.237646,69116256.1589239,0.9017295597484277,9.800000012866384,low,Bắc,Đông,Cảnh quan nội khu,True,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,5549,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,3 PN,3,74.82,19,active,seed-batch-units-001,1,2025-07-25 02:00:00+00:00,2025-08-23 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,68431940,75889649,0.9017,9.8
P-0001,A-0002,U-0039,mini_crm,mini-crm-dev,A2.13.03,Lusso Saigon,LUSSO,A2,13,3,2 PN,62.86,56.44,2839567669,3117845300,AKH,2PN,2,2,45172886.87559656,50311262.73919206,0.8978682787146038,9.799999980208254,mid,Nam,Tây,Sông,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,2840,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,2 PN,2,56.56,25,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,49599830,55241766,0.8979,9.8
P-0001,A-0001,U-0040,mini_crm,mini-crm-dev,A2.13.11,Lusso Saigon,LUSSO,A2,13,11,1 PN+,56.85,51.99,3047152839,3345773817,AKH,1PN+,1,1,53599874.036939315,58610364.281592615,0.9145118733509235,9.79999999271451,mid,Đông Bắc,Đông Nam,Hồ bơi,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3047,La Pura,active,2025-06-08 00:00:00+00:00,Lusso Saigon,1 PN+,1,51.66,7,active,seed-batch-units-001,1,2025-08-11 02:00:00+00:00,2025-10-07 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,58852662,64354180,0.9145,9.8
