id,unit_id,area_id,project_id,ranking_run_id,config_version_id,score,rank_in_area,rank_in_project,weight_coverage,contributions,feature_freshness_at,computed_at
6e62ee4d-528d-4739-9d68-f453ecb5bef3,f8f202bd-3bf2-5b66-ab02-54ad8afb11d5,f7f1e08d-c907-50c0-929f-bbc3efa871e2,0fa6dc5b-1574-5004-b44a-e74d1b8695d2,fc0a0274-67c9-473a-9567-d4f3444e0efb,4abcc2b8-fef0-46e7-a7ee-0566aed99f7e,0.5000,1,11,1.0000,"{""area_conversion_norm"":{""contribution"":""0.06666666666666666666666666666"",""direction"":""positive"",""source"":""resolved"",""value"":""0.3333333333333333333333333333"",""weight"":""0.2""},""area_velocity_norm"":{""contribution"":""0E+1"",""direction"":""positive"",""source"":""resolved"",""value"":""0E+2"",""weight"":""0.2""},""unit_available"":{""contribution"":""0.35"",""direction"":""positive"",""source"":""resolved"",""value"":""1"",""weight"":""0.35""},""unit_demand_norm"":{""contribution"":""0.08333333333333333333333333332"",""direction"":""positive"",""source"":""resolved"",""value"":""0.3333333333333333333333333333"",""weight"":""0.25""}}",2026-08-18 12:00:44.562367+00:00,2026-08-18 12:00:44.562367+00:00
4e2458b3-42be-4b9e-b87a-3b7e2e27e361,d1854514-e31e-599d-a234-eaf5700fb7d5,f7f1e08d-c907-50c0-929f-bbc3efa871e2,0fa6dc5b-1574-5004-b44a-e74d1b8695d2,fc0a0274-67c9-473a-9567-d4f3444e0efb,4abcc2b8-fef0-46e7-a7ee-0566aed99f7e,0.4167,2,12,1.0000,"{""area_conversion_norm"":{""contribution"":""0.06666666666666666666666666666"",""direction"":""positive"",""source"":""resolved"",""value"":""0.3333333333333333333333333333"",""weight"":""0.2""},""area_velocity_norm"":{""contribution"":""0E+1"",""direction"":""positive"",""source"":""resolved"",""value"":""0E+2"",""weight"":""0.2""},""unit_available"":{""contribution"":""0.35"",""direction"":""positive"",""source"":""resolved"",""value"":""1"",""weight"":""0.35""},""unit_demand_norm"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.25""}}",2026-08-18 12:00:44.562367+00:00,2026-08-18 12:00:44.562367+00:00
e7fbfc0e-dc9b-4878-b23c-b74291e51060,78318d32-df39-509f-967e-be63e73250ac,f7f1e08d-c907-50c0-929f-bbc3efa871e2,0fa6dc5b-1574-5004-b44a-e74d1b8695d2,fc0a0274-67c9-473a-9567-d4f3444e0efb,4abcc2b8-fef0-46e7-a7ee-0566aed99f7e,0.4167,3,13,1.0000,"{""area_conversion_norm"":{""contribution"":""0.06666666666666666666666666666"",""direction"":""positive"",""source"":""resolved"",""value"":""0.3333333333333333333333333333"",""weight"":""0.2""},""area_velocity_norm"":{""contribution"":""0E+1"",""direction"":""positive"",""source"":""resolved"",""value"":""0E+2"",""weight"":""0.2""},""unit_available"":{""contribution"":""0.35"",""direction"":""positive"",""source"":""resolved"",""value"":""1"",""weight"":""0.35""},""unit_demand_norm"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.25""}}",2026-08-18 12:00:44.562367+00:00,2026-08-18 12:00:44.562367+00:00
d1c408a4-f325-4900-b662-ddb5588b4c1c,3dd2bf66-efc8-5b3f-8607-099eedbefafc,f7f1e08d-c907-50c0-929f-bbc3efa871e2,0fa6dc5b-1574-5004-b44a-e74d1b8695d2,fc0a0274-67c9-473a-9567-d4f3444e0efb,4abcc2b8-fef0-46e7-a7ee-0566aed99f7e,0.4167,4,14,1.0000,"{""area_conversion_norm"":{""contribution"":""0.06666666666666666666666666666"",""direction"":""positive"",""source"":""resolved"",""value"":""0.3333333333333333333333333333"",""weight"":""0.2""},""area_velocity_norm"":{""contribution"":""0E+1"",""direction"":""positive"",""source"":""resolved"",""value"":""0E+2"",""weight"":""0.2""},""unit_available"":{""contribution"":""0.35"",""direction"":""positive"",""source"":""resolved"",""value"":""1"",""weight"":""0.35""},""unit_demand_norm"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.25""}}",2026-08-18 12:00:44.562367+00:00,2026-08-18 12:00:44.562367+00:00
7d16f7d9-56c4-483a-91ef-3007e8310668,309e07de-af33-5f12-92d1-58165354ae60,f7f1e08d-c907-50c0-929f-bbc3efa871e2,0fa6dc5b-1574-5004-b44a-e74d1b8695d2,fc0a0274-67c9-473a-9567-d4f3444e0efb,4abcc2b8-fef0-46e7-a7ee-0566aed99f7e,0.4167,5,15,1.0000,"{""area_conversion_norm"":{""contribution"":""0.06666666666666666666666666666"",""direction"":""positive"",""source"":""resolved"",""value"":""0.3333333333333333333333333333"",""weight"":""0.2""},""area_velocity_norm"":{""contribution"":""0E+1"",""direction"":""positive"",""source"":""resolved"",""value"":""0E+2"",""weight"":""0.2""},""unit_available"":{""contribution"":""0.35"",""direction"":""positive"",""source"":""resolved"",""value"":""1"",""weight"":""0.35""},""unit_demand_norm"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.25""}}",2026-08-18 12:00:44.562367+00:00,2026-08-18 12:00:44.562367+00:00
724f7791-4776-40c7-b9a2-6c194a31785c,95498e33-58a0-532a-aa64-7a87b56daf4e,f7f1e08d-c907-50c0-929f-bbc3efa871e2,0fa6dc5b-1574-5004-b44a-e74d1b8695d2,fc0a0274-67c9-473a-9567-d4f3444e0efb,4abcc2b8-fef0-46e7-a7ee-0566aed99f7e,0.4167,6,16,1.0000,"{""area_conversion_norm"":{""contribution"":""0.06666666666666666666666666666"",""direction"":""positive"",""source"":""resolved"",""value"":""0.3333333333333333333333333333"",""weight"":""0.2""},""area_velocity_norm"":{""contribution"":""0E+1"",""direction"":""positive"",""source"":""resolved"",""value"":""0E+2"",""weight"":""0.2""},""unit_available"":{""contribution"":""0.35"",""direction"":""positive"",""source"":""resolved"",""value"":""1"",""weight"":""0.35""},""unit_demand_norm"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.25""}}",2026-08-18 12:00:44.562367+00:00,2026-08-18 12:00:44.562367+00:00
e6baa023-7da0-47b5-89c6-d6c24e17d2d1,a855a226-fee2-51bf-b691-9e0cd755cdbc,f7f1e08d-c907-50c0-929f-bbc3efa871e2,0fa6dc5b-1574-5004-b44a-e74d1b8695d2,fc0a0274-67c9-473a-9567-d4f3444e0efb,4abcc2b8-fef0-46e7-a7ee-0566aed99f7e,0.4167,7,17,1.0000,"{""area_conversion_norm"":{""contribution"":""0.06666666666666666666666666666"",""direction"":""positive"",""source"":""resolved"",""value"":""0.3333333333333333333333333333"",""weight"":""0.2""},""area_velocity_norm"":{""contribution"":""0E+1"",""direction"":""positive"",""source"":""resolved"",""value"":""0E+2"",""weight"":""0.2""},""unit_available"":{""contribution"":""0.35"",""direction"":""positive"",""source"":""resolved"",""value"":""1"",""weight"":""0.35""},""unit_demand_norm"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.25""}}",2026-08-18 12:00:44.562367+00:00,2026-08-18 12:00:44.562367+00:00
78eda6e5-74b9-42b3-b50b-4ac3a9e940aa,9424309c-5ce8-5823-94aa-1c06527d1ee9,f7f1e08d-c907-50c0-929f-bbc3efa871e2,0fa6dc5b-1574-5004-b44a-e74d1b8695d2,fc0a0274-67c9-473a-9567-d4f3444e0efb,4abcc2b8-fef0-46e7-a7ee-0566aed99f7e,0.4167,8,18,1.0000,"{""area_conversion_norm"":{""contribution"":""0.06666666666666666666666666666"",""direction"":""positive"",""source"":""resolved"",""value"":""0.3333333333333333333333333333"",""weight"":""0.2""},""area_velocity_norm"":{""contribution"":""0E+1"",""direction"":""positive"",""source"":""resolved"",""value"":""0E+2"",""weight"":""0.2""},""unit_available"":{""contribution"":""0.35"",""direction"":""positive"",""source"":""resolved"",""value"":""1"",""weight"":""0.35""},""unit_demand_norm"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.25""}}",2026-08-18 12:00:44.562367+00:00,2026-08-18 12:00:44.562367+00:00
7bcf698f-f538-46c5-b0b7-2d261f2c0460,a65452f2-bdad-5b12-a380-12c25113dfff,f7f1e08d-c907-50c0-929f-bbc3efa871e2,0fa6dc5b-1574-5004-b44a-e74d1b8695d2,fc0a0274-67c9-473a-9567-d4f3444e0efb,4abcc2b8-fef0-46e7-a7ee-0566aed99f7e,0.4167,9,19,1.0000,"{""area_conversion_norm"":{""contribution"":""0.06666666666666666666666666666"",""direction"":""positive"",""source"":""resolved"",""value"":""0.3333333333333333333333333333"",""weight"":""0.2""},""area_velocity_norm"":{""contribution"":""0E+1"",""direction"":""positive"",""source"":""resolved"",""value"":""0E+2"",""weight"":""0.2""},""unit_available"":{""contribution"":""0.35"",""direction"":""positive"",""source"":""resolved"",""value"":""1"",""weight"":""0.35""},""unit_demand_norm"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.25""}}",2026-08-18 12:00:44.562367+00:00,2026-08-18 12:00:44.562367+00:00
d609df41-ac55-4762-af52-a99a6ac715c3,314a047d-8a25-5883-a92d-7a5a9eeb789e,3552b1b8-b749-5851-a3b1-1b295129cff8,0fa6dc5b-1574-5004-b44a-e74d1b8695d2,fc0a0274-67c9-473a-9567-d4f3444e0efb,4abcc2b8-fef0-46e7-a7ee-0566aed99f7e,0.1711,11,20,1.0000,"{""area_conversion_norm"":{""contribution"":""0.06"",""direction"":""positive"",""source"":""resolved"",""value"":""0.3"",""weight"":""0.2""},""area_velocity_norm"":{""contribution"":""0.1111111111111111111111111111"",""direction"":""positive"",""source"":""resolved"",""value"":""0.5555555555555555555555555555"",""weight"":""0.2""},""unit_available"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.35""},""unit_demand_norm"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.25""}}",2026-08-18 12:00:44.562367+00:00,2026-08-18 12:00:44.562367+00:00
165e8e15-273c-4733-a913-4c7433884f8a,d275930c-065e-51a8-9f65-a0ec118c6f84,3552b1b8-b749-5851-a3b1-1b295129cff8,0fa6dc5b-1574-5004-b44a-e74d1b8695d2,fc0a0274-67c9-473a-9567-d4f3444e0efb,4abcc2b8-fef0-46e7-a7ee-0566aed99f7e,0.1711,12,21,1.0000,"{""area_conversion_norm"":{""contribution"":""0.06"",""direction"":""positive"",""source"":""resolved"",""value"":""0.3"",""weight"":""0.2""},""area_velocity_norm"":{""contribution"":""0.1111111111111111111111111111"",""direction"":""positive"",""source"":""resolved"",""value"":""0.5555555555555555555555555555"",""weight"":""0.2""},""unit_available"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.35""},""unit_demand_norm"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.25""}}",2026-08-18 12:00:44.562367+00:00,2026-08-18 12:00:44.562367+00:00
1512e104-0d72-4c42-8966-1f7d506541ac,812e3a55-3f82-539e-9ff5-a7b25bb3f379,3552b1b8-b749-5851-a3b1-1b295129cff8,0fa6dc5b-1574-5004-b44a-e74d1b8695d2,fc0a0274-67c9-473a-9567-d4f3444e0efb,4abcc2b8-fef0-46e7-a7ee-0566aed99f7e,0.1711,13,22,1.0000,"{""area_conversion_norm"":{""contribution"":""0.06"",""direction"":""positive"",""source"":""resolved"",""value"":""0.3"",""weight"":""0.2""},""area_velocity_norm"":{""contribution"":""0.1111111111111111111111111111"",""direction"":""positive"",""source"":""resolved"",""value"":""0.5555555555555555555555555555"",""weight"":""0.2""},""unit_available"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.35""},""unit_demand_norm"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.25""}}",2026-08-18 12:00:44.562367+00:00,2026-08-18 12:00:44.562367+00:00
44e361a6-80a0-4d89-b1a6-d0e86282b194,d5055dfd-ecaf-5b79-aa8a-9f4bae795e35,3552b1b8-b749-5851-a3b1-1b295129cff8,0fa6dc5b-1574-5004-b44a-e74d1b8695d2,fc0a0274-67c9-473a-9567-d4f3444e0efb,4abcc2b8-fef0-46e7-a7ee-0566aed99f7e,0.1711,14,23,1.0000,"{""area_conversion_norm"":{""contribution"":""0.06"",""direction"":""positive"",""source"":""resolved"",""value"":""0.3"",""weight"":""0.2""},""area_velocity_norm"":{""contribution"":""0.1111111111111111111111111111"",""direction"":""positive"",""source"":""resolved"",""value"":""0.5555555555555555555555555555"",""weight"":""0.2""},""unit_available"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.35""},""unit_demand_norm"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.25""}}",2026-08-18 12:00:44.562367+00:00,2026-08-18 12:00:44.562367+00:00
ea9659c2-b116-4670-af03-ac5f344dbacc,e7e43108-e997-5753-8235-b7198d8e2e48,3552b1b8-b749-5851-a3b1-1b295129cff8,0fa6dc5b-1574-5004-b44a-e74d1b8695d2,fc0a0274-67c9-473a-9567-d4f3444e0efb,4abcc2b8-fef0-46e7-a7ee-0566aed99f7e,0.1711,15,24,1.0000,"{""area_conversion_norm"":{""contribution"":""0.06"",""direction"":""positive"",""source"":""resolved"",""value"":""0.3"",""weight"":""0.2""},""area_velocity_norm"":{""contribution"":""0.1111111111111111111111111111"",""direction"":""positive"",""source"":""resolved"",""value"":""0.5555555555555555555555555555"",""weight"":""0.2""},""unit_available"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.35""},""unit_demand_norm"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.25""}}",2026-08-18 12:00:44.562367+00:00,2026-08-18 12:00:44.562367+00:00
ff0358a5-284e-467e-b6b4-0d5daab8ec1e,159f820b-88cb-58a6-8f2b-5262dfb8d4e1,3552b1b8-b749-5851-a3b1-1b295129cff8,0fa6dc5b-1574-5004-b44a-e74d1b8695d2,fc0a0274-67c9-473a-9567-d4f3444e0efb,4abcc2b8-fef0-46e7-a7ee-0566aed99f7e,0.1711,16,25,1.0000,"{""area_conversion_norm"":{""contribution"":""0.06"",""direction"":""positive"",""source"":""resolved"",""value"":""0.3"",""weight"":""0.2""},""area_velocity_norm"":{""contribution"":""0.1111111111111111111111111111"",""direction"":""positive"",""source"":""resolved"",""value"":""0.5555555555555555555555555555"",""weight"":""0.2""},""unit_available"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.35""},""unit_demand_norm"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.25""}}",2026-08-18 12:00:44.562367+00:00,2026-08-18 12:00:44.562367+00:00
ea259cf5-40f8-4b31-8981-513494d9cbe9,a6140525-d4fc-5841-9dbe-e10ebd165317,3552b1b8-b749-5851-a3b1-1b295129cff8,0fa6dc5b-1574-5004-b44a-e74d1b8695d2,fc0a0274-67c9-473a-9567-d4f3444e0efb,4abcc2b8-fef0-46e7-a7ee-0566aed99f7e,0.1711,17,26,1.0000,"{""area_conversion_norm"":{""contribution"":""0.06"",""direction"":""positive"",""source"":""resolved"",""value"":""0.3"",""weight"":""0.2""},""area_velocity_norm"":{""contribution"":""0.1111111111111111111111111111"",""direction"":""positive"",""source"":""resolved"",""value"":""0.5555555555555555555555555555"",""weight"":""0.2""},""unit_available"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.35""},""unit_demand_norm"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.25""}}",2026-08-18 12:00:44.562367+00:00,2026-08-18 12:00:44.562367+00:00
0c573ab2-fe89-4f8d-9863-a187229fba73,0b9ed12c-0e4b-5cf6-82b9-67a8d14bf188,3552b1b8-b749-5851-a3b1-1b295129cff8,0fa6dc5b-1574-5004-b44a-e74d1b8695d2,fc0a0274-67c9-473a-9567-d4f3444e0efb,4abcc2b8-fef0-46e7-a7ee-0566aed99f7e,0.1711,18,27,1.0000,"{""area_conversion_norm"":{""contribution"":""0.06"",""direction"":""positive"",""source"":""resolved"",""value"":""0.3"",""weight"":""0.2""},""area_velocity_norm"":{""contribution"":""0.1111111111111111111111111111"",""direction"":""positive"",""source"":""resolved"",""value"":""0.5555555555555555555555555555"",""weight"":""0.2""},""unit_available"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.35""},""unit_demand_norm"":{""contribution"":""0.00"",""direction"":""positive"",""source"":""resolved"",""value"":""0"",""weight"":""0.25""}}",2026-08-18 12:00:44.562367+00:00,2026-08-18 12:00:44.562367+00:00
