deal_id,external_deal_id,unit_id,external_unit_id,unit_code,unit_type,unit_status,area_id,area_external_id,area_name,area_bedrooms,area_sqm,project_id,project_external_id,project_name,deal_status,deal_source_status,funnel_stage,is_funnel,is_qualified_or_beyond,is_viewing,is_holding,is_closed_won,is_closed_lost,reserved_at,sold_at,lost_at,deal_created_at,deal_updated_at,deal_source_updated_at,last_activity_at,deal_deleted_at,is_deleted,source_revision,deals_on_same_unit,days_reserved_to_sold
ba0c8f00-e413-5073-bb34-fcc313b25629,syn1-D-000011,6e563075-5fa8-5785-8bab-a3c27e1450ca,syn1-U-A-001-011,HC1-011,2BR,sold,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,sold,sold,closed_won,0,1,0,1,1,0,2026-06-23 00:00:00+00:00,2026-07-05 00:00:00+00:00,,2026-06-05 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,1,12
df58afb9-21b2-5c02-96f7-3efcf8b2d623,syn1-D-000012,4e082fdd-c6b4-5372-8657-5b5213162f67,syn1-U-A-001-012,HC1-012,2BR,sold,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,sold,sold,closed_won,0,1,0,1,1,0,2026-06-14 00:00:00+00:00,2026-06-26 00:00:00+00:00,,2026-05-27 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,1,12
d9f3cd19-66ba-54e1-8b37-6b35e3401e00,syn1-D-000013,f799ddd7-f070-5980-91a2-bdbb0889694a,syn1-U-A-001-013,HC1-013,2BR,sold,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,sold,sold,closed_won,0,1,0,1,1,0,2026-06-05 00:00:00+00:00,2026-06-17 00:00:00+00:00,,2026-05-18 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,1,12
54ef26ce-1af5-5c23-bd54-1c041a5f49ee,syn1-D-000014,8fcd2951-c3e3-59bb-8255-fe7b2178ed8b,syn1-U-A-001-014,HC1-014,2BR,sold,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,sold,sold,closed_won,0,1,0,1,1,0,2026-05-27 00:00:00+00:00,2026-06-08 00:00:00+00:00,,2026-05-09 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,1,12
b8bb03a5-c4ca-5c6f-a4cf-5a71b481e77f,syn1-D-000015,bbfeb2c6-1e9e-5a44-942a-c4c5bf15b14b,syn1-U-A-001-015,HC1-015,2BR,reserved,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,reserved,reserved,holding,0,1,0,1,0,0,2026-08-08 00:00:00+00:00,,,2026-07-24 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,1,
9210bea2-03b8-5575-a414-6a9e2e984ec6,syn1-D-000016,3468da4a-1cee-5d66-9dad-9f393acc1e40,syn1-U-A-001-016,HC1-016,2BR,reserved,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,reserved,reserved,holding,0,1,0,1,0,0,2026-08-03 00:00:00+00:00,,,2026-07-19 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,1,
34e40271-6b86-5c9c-bece-640f3aae385a,syn1-D-000017,d51a1565-666d-568d-b629-f53e2358db39,syn1-U-A-001-017,HC1-017,2BR,reserved,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,reserved,reserved,holding,0,1,0,1,0,0,2026-07-29 00:00:00+00:00,,,2026-07-14 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,1,
65633e15-b73e-590e-b5f0-9faf5ef604e2,syn1-D-000018,f1221bff-847c-5c29-96f3-d01bac80c376,syn1-U-A-001-018,HC1-018,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,lead,lead,funnel,1,0,0,0,0,0,,,,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,5,
4de4d13b-8512-5992-80d4-ce509cd53187,syn1-D-000019,f1221bff-847c-5c29-96f3-d01bac80c376,syn1-U-A-001-018,HC1-018,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,qualified,qualified,funnel,1,1,0,0,0,0,,,,2026-07-25 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,5,
2cd7767d-86a9-52d9-b6be-539c66a371cb,syn1-D-000020,f1221bff-847c-5c29-96f3-d01bac80c376,syn1-U-A-001-018,HC1-018,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,interested,interested,funnel,1,1,0,0,0,0,,,,2026-07-21 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,5,
4d79713b-25ea-55df-888f-d33baa8b3572,syn1-D-000021,f1221bff-847c-5c29-96f3-d01bac80c376,syn1-U-A-001-018,HC1-018,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,viewing,viewing,funnel,1,1,1,0,0,0,,,,2026-07-17 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,5,
6c3a2675-7fca-54cd-b8a6-db71ce92fd10,syn1-D-000022,f1221bff-847c-5c29-96f3-d01bac80c376,syn1-U-A-001-018,HC1-018,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,lead,lead,funnel,1,0,0,0,0,0,,,,2026-07-13 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,5,
04918c2c-254d-52fa-b570-42925787f32f,syn1-D-000023,6ac2c6b1-02b2-5eee-8b64-03831733da04,syn1-U-A-001-019,HC1-019,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,lead,lead,funnel,1,0,0,0,0,0,,,,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,5,
2bf4cb63-40b2-5254-a666-a0ecc3fee25e,syn1-D-000024,6ac2c6b1-02b2-5eee-8b64-03831733da04,syn1-U-A-001-019,HC1-019,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,qualified,qualified,funnel,1,1,0,0,0,0,,,,2026-07-25 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,5,
3de4d836-8cef-514f-936e-ca35f23bbed0,syn1-D-000025,6ac2c6b1-02b2-5eee-8b64-03831733da04,syn1-U-A-001-019,HC1-019,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,interested,interested,funnel,1,1,0,0,0,0,,,,2026-07-21 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,5,
9c2ee56f-4da2-5d0c-9cbc-c6efe11150eb,syn1-D-000026,6ac2c6b1-02b2-5eee-8b64-03831733da04,syn1-U-A-001-019,HC1-019,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,viewing,viewing,funnel,1,1,1,0,0,0,,,,2026-07-17 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,5,
38339857-79fe-537b-868b-34920e688d44,syn1-D-000027,ce5448f7-e1b7-56ed-9a10-b62a61c299d6,syn1-U-A-001-020,HC1-020,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,lead,lead,funnel,1,0,0,0,0,0,,,,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,3,
a52574f9-54db-5aac-9800-9feb1e4f555a,syn1-D-000028,ce5448f7-e1b7-56ed-9a10-b62a61c299d6,syn1-U-A-001-020,HC1-020,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,qualified,qualified,funnel,1,1,0,0,0,0,,,,2026-07-25 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,3,
8b4c00b6-12ab-5865-82d2-8a257c5ba882,syn1-D-000029,ce5448f7-e1b7-56ed-9a10-b62a61c299d6,syn1-U-A-001-020,HC1-020,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,interested,interested,funnel,1,1,0,0,0,0,,,,2026-07-21 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,3,
c248d548-4e96-5e86-88b7-e6c7fba2eb24,syn1-D-000030,56a5d63d-13ad-5dd3-aad0-509a289e4131,syn1-U-A-001-021,HC1-021,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,lead,lead,funnel,1,0,0,0,0,0,,,,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,3,
59a063ce-3e2f-5553-bf36-be3484aeb483,syn1-D-000031,56a5d63d-13ad-5dd3-aad0-509a289e4131,syn1-U-A-001-021,HC1-021,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,qualified,qualified,funnel,1,1,0,0,0,0,,,,2026-07-25 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,3,
5ed09d2b-32d0-5c26-8046-34425cdc0a42,syn1-D-000032,56a5d63d-13ad-5dd3-aad0-509a289e4131,syn1-U-A-001-021,HC1-021,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,interested,interested,funnel,1,1,0,0,0,0,,,,2026-07-21 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,3,
6266084d-1b89-5473-a4f7-6d09465a8e4e,syn1-D-000033,53c183e8-09c8-5b7b-8617-0716330a3ea7,syn1-U-A-001-022,HC1-022,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,lead,lead,funnel,1,0,0,0,0,0,,,,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,4,
3438d078-ae83-500a-b8c0-84773bb1877b,syn1-D-000034,53c183e8-09c8-5b7b-8617-0716330a3ea7,syn1-U-A-001-022,HC1-022,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,qualified,qualified,funnel,1,1,0,0,0,0,,,,2026-07-25 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,4,
3779053b-c0fb-5378-9406-035e823d888b,syn1-D-000035,53c183e8-09c8-5b7b-8617-0716330a3ea7,syn1-U-A-001-022,HC1-022,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,interested,interested,funnel,1,1,0,0,0,0,,,,2026-07-21 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,4,
40402926-551a-5266-ab91-2e0f2b488cb7,syn1-D-000036,05196bea-7e39-52fa-87fa-26ef3acfdb9e,syn1-U-A-001-023,HC1-023,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,lead,lead,funnel,1,0,0,0,0,0,,,,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,2,
d55ba93c-ec28-5288-8087-5adb18ef1988,syn1-D-000037,05196bea-7e39-52fa-87fa-26ef3acfdb9e,syn1-U-A-001-023,HC1-023,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,qualified,qualified,funnel,1,1,0,0,0,0,,,,2026-07-25 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,2,
8b7cbcae-6cb5-5323-b7b0-80154132b5ba,syn1-D-000038,7d081ad3-c5fc-5bc0-8a36-46882204674e,syn1-U-A-001-024,HC1-024,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,lead,lead,funnel,1,0,0,0,0,0,,,,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,2,
89be297a-8719-518d-8b87-5e267c3e84c2,syn1-D-000039,7d081ad3-c5fc-5bc0-8a36-46882204674e,syn1-U-A-001-024,HC1-024,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,qualified,qualified,funnel,1,1,0,0,0,0,,,,2026-07-25 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,2,
4cd61fd7-2b2d-5cc4-9e15-91f4d5e895cd,syn1-D-000040,77b12036-607d-5368-b5f4-49906a09c4fc,syn1-U-A-001-025,HC1-025,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,lead,lead,funnel,1,0,0,0,0,0,,,,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,2,
fa597916-b56b-5fdb-881d-cb743971a86d,syn1-D-000041,ddc96666-b1d2-5989-a4f7-9629a2005e86,syn1-U-A-001-026,HC1-026,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,lead,lead,funnel,1,0,0,0,0,0,,,,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,1,
19b33c17-07fe-5a0b-8f83-eaaac267336c,syn1-D-000042,357191c0-8f53-56dc-8354-5b2acf2ed9b0,syn1-U-A-001-027,HC1-027,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,lead,lead,funnel,1,0,0,0,0,0,,,,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,1,
b5a1e328-5ff9-5ce4-9956-59889be8d46d,syn1-D-000043,6ac2c6b1-02b2-5eee-8b64-03831733da04,syn1-U-A-001-019,HC1-019,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,lost,cancelled,closed_lost,0,0,0,0,0,1,,,2026-07-09 00:00:00+00:00,2026-05-30 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,5,
1b63a2ce-187f-5772-9c68-d9903f5a59d7,syn1-D-000044,53c183e8-09c8-5b7b-8617-0716330a3ea7,syn1-U-A-001-022,HC1-022,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,lost,cancelled,closed_lost,0,0,0,0,0,1,,,2026-07-02 00:00:00+00:00,2026-05-23 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,4,
e0780b31-ab14-513d-8678-b7d87c55f86c,syn1-D-000045,77b12036-607d-5368-b5f4-49906a09c4fc,syn1-U-A-001-025,HC1-025,2BR,available,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,lost,cancelled,closed_lost,0,0,0,0,0,1,,,2026-06-25 00:00:00+00:00,2026-05-16 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,,0,2,2,
