snapshot_date,calculator,project_id,project_external_id,project_name,project_active_calculator,is_active_lineage,launch_date,area_id,area_external_id,area_name,area_bedrooms,area_sqm,area_total_units_planned,units_sold,velocity_7d,velocity_30d,units_remaining,units_reserved,data_quality_status,is_observed,computed_at,units_remaining_is_missing,units_reserved_is_missing,live_units_mirrored,units_available_now,units_reserved_now,units_sold_now,units_blocked_now,area_deals_sold,area_deals_alive,area_conversion_norm
2026-07-03,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.0000,0.1154,34,3,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-04,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.0000,0.1111,34,3,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-05,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,1,0.1429,0.1429,33,3,warning,1,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-06,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.1429,0.1379,33,3,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-07,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.1429,0.1333,33,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-08,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.1429,0.1000,33,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-09,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.1429,0.1000,33,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-10,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.1429,0.1000,33,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-11,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.1429,0.1000,33,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-12,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.0000,0.1000,33,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-13,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.0000,0.1000,33,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-14,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,1,0.1429,0.1333,32,3,ok,1,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-15,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.1429,0.1333,32,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-16,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.1429,0.1333,32,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-17,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.1429,0.1000,32,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-18,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.1429,0.1000,32,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-19,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.1429,0.1000,32,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-20,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.1429,0.1000,32,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-21,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.0000,0.1000,32,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-22,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,1,0.1429,0.1333,31,3,ok,1,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-23,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.1429,0.1333,31,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-24,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.1429,0.1333,31,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-25,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,1,0.2857,0.1667,30,3,ok,1,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-26,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.2857,0.1333,30,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-27,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.2857,0.1333,30,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-28,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,1,0.4286,0.1667,29,3,ok,1,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-29,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.2857,0.1667,29,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-30,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.2857,0.1667,29,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-07-31,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,1,0.4286,0.2000,28,3,ok,1,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-08-01,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.2857,0.2000,28,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-08-02,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.2857,0.2000,28,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-08-03,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,1,0.4286,0.2333,27,3,ok,1,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-08-04,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.2857,0.2000,27,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-08-05,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.2857,0.2000,27,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-08-06,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,1,0.4286,0.2333,26,3,ok,1,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-08-07,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.2857,0.2333,26,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-08-08,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.2857,0.2333,26,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-08-09,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,1,0.4286,0.2667,25,3,ok,1,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-08-10,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.2857,0.2667,25,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-08-11,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.2857,0.2667,25,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-08-12,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,1,0.4286,0.3000,24,3,ok,1,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-08-13,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.2857,0.2667,24,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
