unit_id,external_unit_id,unit_code,project_id,project_external_id,project_name,area_id,area_external_id,area_name,unit_status,unit_type,area_bedrooms,area_sqm,area_total_units_planned,absorption_calculator,is_available,has_active_deal,deals_total,funnel_deals_total,deals_lead,deals_qualified,deals_interested,deals_viewing,deals_reserved,deals_sold,deals_lost,score,score_percent,band,rank_in_area,rank_in_project,weight_coverage,min_weight_coverage,was_skipped,ranking_config_version,ranking_run_id,ranking_trigger,ranking_computed_at,feature_freshness_at,ranking_run_finished_at,unit_created_at,unit_updated_at,unit_source_updated_at,feat_unit_available_value,feat_unit_available_weight,feat_unit_available_direction,feat_unit_available_contribution,feat_unit_available_source,feat_unit_available_is_missing,feat_unit_demand_norm_value,feat_unit_demand_norm_weight,feat_unit_demand_norm_direction,feat_unit_demand_norm_contribution,feat_unit_demand_norm_source,feat_unit_demand_norm_is_missing,feat_area_velocity_norm_value,feat_area_velocity_norm_weight,feat_area_velocity_norm_direction,feat_area_velocity_norm_contribution,feat_area_velocity_norm_source,feat_area_velocity_norm_is_missing,feat_area_conversion_norm_value,feat_area_conversion_norm_weight,feat_area_conversion_norm_direction,feat_area_conversion_norm_contribution,feat_area_conversion_norm_source,feat_area_conversion_norm_is_missing,features_missing_count,features_total_count
30b77e1b-947b-5356-baab-ef990bed7875,syn1-U-A-002-009,HC2-009,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,available,3BR,3,94.00,90,domain_units_deals,1,0,2,2,1,1,0,0,0,0,0,0.6767,67.7,high,1,11,1.0000,0.5000,0,2,f4b36522-4970-456d-8ca4-0ddb4fe8f4b9,manual,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.663070+00:00,2025-08-17 12:00:00+00:00,2026-07-19 00:00:00+00:00,2026-07-19 00:00:00+00:00,1,0.35,positive,0.35,resolved,0,0.6666666666666666666666666667,0.25,positive,0.1666666666666666666666666667,resolved,0,0.5,0.2,positive,0.10,resolved,0,0.3,0.2,positive,0.06,resolved,0,0,4
6bf831ba-6665-5639-b0a9-8041b261268a,syn1-U-A-002-010,HC2-010,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,available,3BR,3,94.00,90,domain_units_deals,1,0,3,2,1,1,0,0,0,0,1,0.6767,67.7,high,2,12,1.0000,0.5000,0,2,f4b36522-4970-456d-8ca4-0ddb4fe8f4b9,manual,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.663070+00:00,2025-08-18 00:00:00+00:00,2026-07-19 00:00:00+00:00,2026-07-19 00:00:00+00:00,1,0.35,positive,0.35,resolved,0,0.6666666666666666666666666667,0.25,positive,0.1666666666666666666666666667,resolved,0,0.5,0.2,positive,0.10,resolved,0,0.3,0.2,positive,0.06,resolved,0,0,4
7dd56198-3051-52dd-9c67-0753c025a9e0,syn1-U-A-001-028,HC1-028,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,available,2BR,2,68.50,120,domain_units_deals,1,0,0,0,0,0,0,0,0,0,0,0.6122,61.2,medium,11,13,1.0000,0.5000,0,2,f4b36522-4970-456d-8ca4-0ddb4fe8f4b9,manual,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.663070+00:00,2025-08-27 00:00:00+00:00,2026-07-19 00:00:00+00:00,2026-07-19 00:00:00+00:00,1,0.35,positive,0.35,resolved,0,0,0.25,positive,0.00,resolved,0,1,0.2,positive,0.2,resolved,0,0.3111111111111111111111111111,0.2,positive,0.06222222222222222222222222222,resolved,0,0,4
5733a6d1-d098-584b-9ced-50927ed484d4,syn1-U-A-001-029,HC1-029,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,available,2BR,2,68.50,120,domain_units_deals,1,0,0,0,0,0,0,0,0,0,0,0.6122,61.2,medium,12,14,1.0000,0.5000,0,2,f4b36522-4970-456d-8ca4-0ddb4fe8f4b9,manual,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.663070+00:00,2025-08-27 12:00:00+00:00,2026-07-19 00:00:00+00:00,2026-07-19 00:00:00+00:00,1,0.35,positive,0.35,resolved,0,0,0.25,positive,0.00,resolved,0,1,0.2,positive,0.2,resolved,0,0.3111111111111111111111111111,0.2,positive,0.06222222222222222222222222222,resolved,0,0,4
d4e881ca-814b-5018-8e1b-0c4021b307f7,syn1-U-A-001-030,HC1-030,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,available,2BR,2,68.50,120,domain_units_deals,1,0,0,0,0,0,0,0,0,0,0,0.6122,61.2,medium,13,15,1.0000,0.5000,0,2,f4b36522-4970-456d-8ca4-0ddb4fe8f4b9,manual,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.663070+00:00,2025-08-28 00:00:00+00:00,2026-07-19 00:00:00+00:00,2026-07-19 00:00:00+00:00,1,0.35,positive,0.35,resolved,0,0,0.25,positive,0.00,resolved,0,1,0.2,positive,0.2,resolved,0,0.3111111111111111111111111111,0.2,positive,0.06222222222222222222222222222,resolved,0,0,4
a88ca88b-e79b-5ad0-851b-ce2523bf58cd,syn1-U-A-001-031,HC1-031,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,available,2BR,2,68.50,120,domain_units_deals,1,0,0,0,0,0,0,0,0,0,0,0.6122,61.2,medium,14,16,1.0000,0.5000,0,2,f4b36522-4970-456d-8ca4-0ddb4fe8f4b9,manual,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.663070+00:00,2025-08-28 12:00:00+00:00,2026-07-19 00:00:00+00:00,2026-07-19 00:00:00+00:00,1,0.35,positive,0.35,resolved,0,0,0.25,positive,0.00,resolved,0,1,0.2,positive,0.2,resolved,0,0.3111111111111111111111111111,0.2,positive,0.06222222222222222222222222222,resolved,0,0,4
5ddebad4-107c-5105-8071-7f2c5fca7275,syn1-U-A-001-032,HC1-032,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,available,2BR,2,68.50,120,domain_units_deals,1,0,0,0,0,0,0,0,0,0,0,0.6122,61.2,medium,15,17,1.0000,0.5000,0,2,f4b36522-4970-456d-8ca4-0ddb4fe8f4b9,manual,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.663070+00:00,2025-08-29 00:00:00+00:00,2026-07-19 00:00:00+00:00,2026-07-19 00:00:00+00:00,1,0.35,positive,0.35,resolved,0,0,0.25,positive,0.00,resolved,0,1,0.2,positive,0.2,resolved,0,0.3111111111111111111111111111,0.2,positive,0.06222222222222222222222222222,resolved,0,0,4
3796c2f0-957b-508a-a68f-5c4e2bba23c9,syn1-U-A-001-033,HC1-033,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,available,2BR,2,68.50,120,domain_units_deals,1,0,0,0,0,0,0,0,0,0,0,0.6122,61.2,medium,16,18,1.0000,0.5000,0,2,f4b36522-4970-456d-8ca4-0ddb4fe8f4b9,manual,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.663070+00:00,2025-08-29 12:00:00+00:00,2026-07-19 00:00:00+00:00,2026-07-19 00:00:00+00:00,1,0.35,positive,0.35,resolved,0,0,0.25,positive,0.00,resolved,0,1,0.2,positive,0.2,resolved,0,0.3111111111111111111111111111,0.2,positive,0.06222222222222222222222222222,resolved,0,0,4
badbd280-db9e-57fc-a1a6-cec28b4e2dd3,syn1-U-A-001-034,HC1-034,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,available,2BR,2,68.50,120,domain_units_deals,1,0,0,0,0,0,0,0,0,0,0,0.6122,61.2,medium,17,19,1.0000,0.5000,0,2,f4b36522-4970-456d-8ca4-0ddb4fe8f4b9,manual,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.663070+00:00,2025-08-30 00:00:00+00:00,2026-07-19 00:00:00+00:00,2026-07-19 00:00:00+00:00,1,0.35,positive,0.35,resolved,0,0,0.25,positive,0.00,resolved,0,1,0.2,positive,0.2,resolved,0,0.3111111111111111111111111111,0.2,positive,0.06222222222222222222222222222,resolved,0,0,4
26241edf-da92-5b1c-965a-532c83be078a,syn1-U-A-001-035,HC1-035,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,available,2BR,2,68.50,120,domain_units_deals,1,0,0,0,0,0,0,0,0,0,0,0.6122,61.2,medium,18,20,1.0000,0.5000,0,2,f4b36522-4970-456d-8ca4-0ddb4fe8f4b9,manual,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.663070+00:00,2025-08-30 12:00:00+00:00,2026-07-19 00:00:00+00:00,2026-07-19 00:00:00+00:00,1,0.35,positive,0.35,resolved,0,0,0.25,positive,0.00,resolved,0,1,0.2,positive,0.2,resolved,0,0.3111111111111111111111111111,0.2,positive,0.06222222222222222222222222222,resolved,0,0,4
acf5057c-25b9-50d3-9dde-babe92315649,syn1-U-A-001-036,HC1-036,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,available,2BR,2,68.50,120,domain_units_deals,1,0,0,0,0,0,0,0,0,0,0,0.6122,61.2,medium,19,21,1.0000,0.5000,0,2,f4b36522-4970-456d-8ca4-0ddb4fe8f4b9,manual,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.663070+00:00,2025-08-31 00:00:00+00:00,2026-07-19 00:00:00+00:00,2026-07-19 00:00:00+00:00,1,0.35,positive,0.35,resolved,0,0,0.25,positive,0.00,resolved,0,1,0.2,positive,0.2,resolved,0,0.3111111111111111111111111111,0.2,positive,0.06222222222222222222222222222,resolved,0,0,4
513c770f-0ea0-5e9f-b918-0a5d41041c3d,syn1-U-A-001-037,HC1-037,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,available,2BR,2,68.50,120,domain_units_deals,1,0,0,0,0,0,0,0,0,0,0,0.6122,61.2,medium,20,22,1.0000,0.5000,0,2,f4b36522-4970-456d-8ca4-0ddb4fe8f4b9,manual,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.663070+00:00,2025-08-31 12:00:00+00:00,2026-07-19 00:00:00+00:00,2026-07-19 00:00:00+00:00,1,0.35,positive,0.35,resolved,0,0,0.25,positive,0.00,resolved,0,1,0.2,positive,0.2,resolved,0,0.3111111111111111111111111111,0.2,positive,0.06222222222222222222222222222,resolved,0,0,4
3b5789cf-d7d1-5b1e-9a66-0c829e11da4b,syn1-U-A-001-038,HC1-038,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,available,2BR,2,68.50,120,domain_units_deals,1,0,0,0,0,0,0,0,0,0,0,0.6122,61.2,medium,21,23,1.0000,0.5000,0,2,f4b36522-4970-456d-8ca4-0ddb4fe8f4b9,manual,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.663070+00:00,2025-09-01 00:00:00+00:00,2026-07-19 00:00:00+00:00,2026-07-19 00:00:00+00:00,1,0.35,positive,0.35,resolved,0,0,0.25,positive,0.00,resolved,0,1,0.2,positive,0.2,resolved,0,0.3111111111111111111111111111,0.2,positive,0.06222222222222222222222222222,resolved,0,0,4
b6c0db28-d24b-5e1b-b61c-fec0cbfab748,syn1-U-A-001-039,HC1-039,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,available,2BR,2,68.50,120,domain_units_deals,1,0,0,0,0,0,0,0,0,0,0,0.6122,61.2,medium,22,24,1.0000,0.5000,0,2,f4b36522-4970-456d-8ca4-0ddb4fe8f4b9,manual,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.663070+00:00,2025-09-01 12:00:00+00:00,2026-07-19 00:00:00+00:00,2026-07-19 00:00:00+00:00,1,0.35,positive,0.35,resolved,0,0,0.25,positive,0.00,resolved,0,1,0.2,positive,0.2,resolved,0,0.3111111111111111111111111111,0.2,positive,0.06222222222222222222222222222,resolved,0,0,4
81149377-dfcb-5142-9a5a-9e6857ef5360,syn1-U-A-001-040,HC1-040,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,available,2BR,2,68.50,120,domain_units_deals,1,0,0,0,0,0,0,0,0,0,0,0.6122,61.2,medium,23,25,1.0000,0.5000,0,2,f4b36522-4970-456d-8ca4-0ddb4fe8f4b9,manual,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.663070+00:00,2025-09-02 00:00:00+00:00,2026-07-19 00:00:00+00:00,2026-07-19 00:00:00+00:00,1,0.35,positive,0.35,resolved,0,0,0.25,positive,0.00,resolved,0,1,0.2,positive,0.2,resolved,0,0.3111111111111111111111111111,0.2,positive,0.06222222222222222222222222222,resolved,0,0,4
060c67e3-52f0-5741-8e76-04e5f0159831,syn1-U-A-002-011,HC2-011,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,available,3BR,3,94.00,90,domain_units_deals,1,0,1,1,1,0,0,0,0,0,0,0.5933,59.3,medium,3,26,1.0000,0.5000,0,2,f4b36522-4970-456d-8ca4-0ddb4fe8f4b9,manual,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.663070+00:00,2025-08-18 12:00:00+00:00,2026-07-19 00:00:00+00:00,2026-07-19 00:00:00+00:00,1,0.35,positive,0.35,resolved,0,0.3333333333333333333333333333,0.25,positive,0.08333333333333333333333333332,resolved,0,0.5,0.2,positive,0.10,resolved,0,0.3,0.2,positive,0.06,resolved,0,0,4
8f6e12f4-6df1-5c72-8b5b-c7359a7bd302,syn1-U-A-002-012,HC2-012,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,available,3BR,3,94.00,90,domain_units_deals,1,0,1,1,1,0,0,0,0,0,0,0.5933,59.3,medium,4,27,1.0000,0.5000,0,2,f4b36522-4970-456d-8ca4-0ddb4fe8f4b9,manual,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.150408+00:00,2026-08-18 12:00:43.663070+00:00,2025-08-19 00:00:00+00:00,2026-07-19 00:00:00+00:00,2026-07-19 00:00:00+00:00,1,0.35,positive,0.35,resolved,0,0.3333333333333333333333333333,0.25,positive,0.08333333333333333333333333332,resolved,0,0.5,0.2,positive,0.10,resolved,0,0.3,0.2,positive,0.06,resolved,0,0,4
