unit_id,unit_external_id,subdivision,subdivision_raw,tower,floor,unit_number,unit_code,unit_type_raw,unit_type_normalized,bedrooms,bathrooms,gross_area_sqm,net_area_sqm,standard_price_vnd,loan_price_vnd,stacking_price_million_vnd,agency_name,price_per_sqm_gross_vnd,price_per_sqm_net_vnd,area_efficiency_ratio,loan_premium_pct,floor_band,direction,balcony_direction,view,corner_unit_proxy,physical_features_origin,agency_name_origin,data_profile
930016,U-0016,Lusso Saigon,LUSSO,A1,23,2,A1.23.02,3 PN,3PN,3,2,76.39,68.12,4735406084,5199475880,4735,VNL,68064876,76328184,0.8917,9.8,mid,Nam,Tây,Thành phố,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930017,U-0017,Lusso Saigon,LUSSO,A1,25,15,A1.25.15,3 PN,3PN,3,2,83.01,74.82,5149798922,5654479216,5150,VNL,68118049,75574435,0.9013,9.8,mid,Nam,Tây,Nội khu,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930018,U-0018,Lusso Saigon,LUSSO,A1,28,15,A1.28.15,3 PN,3PN,3,2,83.01,74.82,5188684074,5697175113,5189,VNL,68632395,76145083,0.9013,9.8,high,Nam,Tây,Thành phố,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930019,U-0019,Lusso Saigon,LUSSO,A1,29,5,A1.29.05,2 PN,2PN,2,2,61.98,56.56,2839726820,3118020048,2840,AKH,50306874,55127653,0.9126,9.8,high,Đông,Nam,Toàn cảnh,False,synthetic_v1_tower_stack_floor_band,observed,demo
930020,U-0020,Lusso Saigon,LUSSO,A1,32,14,A1.32.14,2 PN,2PN,2,2,62.86,57.1,2671188454,2932964922,2671,VSH,46658685,51365410,0.9084,9.8,high,Bắc,Đông,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,observed,demo
930021,U-0021,Lusso Saigon,LUSSO,A1,34,2,A1.34.02,3 PN,3PN,3,2,76.39,68.56,4866614389,5343542600,4867,VNL,69950813,77939653,0.8975,9.8,high,Nam,Tây,Thành phố,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930022,U-0022,Lusso Saigon,LUSSO,A1,35,15,A1.35.15,3 PN,3PN,3,2,83.01,75.24,5279416095,5796798872,5279,VNL,69832537,77044110,0.9064,9.8,high,Nam,Tây,Thành phố,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930023,U-0023,Lusso Saigon,LUSSO,A1,37,5,A1.37.05,2 PN,2PN,2,2,61.92,56.8,2767071106,3038244074,2767,HBL,49067249,53490213,0.9173,9.8,high,Đông,Nam,Toàn cảnh,False,synthetic_v1_tower_stack_floor_band,observed,demo
930024,U-0024,Lusso Saigon,LUSSO,A2,5,2,A2.05.02,3 PN,3PN,3,2,82.85,73.64,4889514574,5368687002,4890,AKH,64800085,72904495,0.8888,9.8,low,Nam,Tây,Hồ bơi,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930025,U-0025,Lusso Saigon,LUSSO,A2,5,11,A2.05.11,1 PN+,1PN+,1,1,56.85,51.66,2982907435,3275232364,2983,AKH,57611827,63399775,0.9087,9.8,low,Đông Bắc,Đông Nam,Cảnh quan nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930026,U-0026,Lusso Saigon,LUSSO,A2,5,12,A2.05.12,2 PN,2PN,2,2,66.45,59.61,3419980863,3755138988,3420,AKH,56510745,62995118,0.8971,9.8,low,Nam,Tây,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930027,U-0027,Lusso Saigon,LUSSO,A2,5,13,A2.05.13,2 PN,2PN,2,2,66.45,59.61,3365247458,3695041709,3365,AKH,55606346,61986944,0.8971,9.8,low,Bắc,Đông,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930028,U-0028,Lusso Saigon,LUSSO,A2,5,14,A2.05.14,2 PN,2PN,2,2,67.04,59.77,3394501146,3727162258,3395,AKH,55596096,62358412,0.8916,9.8,low,Tây Nam,Tây Bắc,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930029,U-0029,Lusso Saigon,LUSSO,A2,6,11,A2.06.11,1 PN+,1PN+,1,1,56.85,51.66,2990938111,3284050045,2991,AKH,57766931,63570462,0.9087,9.8,low,Đông Bắc,Đông Nam,Cảnh quan nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930030,U-0030,Lusso Saigon,LUSSO,A2,6,13,A2.06.13,2 PN,2PN,2,2,66.45,59.61,3374634237,3705348392,3375,AKH,55761451,62159846,0.8971,9.8,low,Bắc,Đông,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930031,U-0031,Lusso Saigon,LUSSO,A2,7,11,A2.07.11,1 PN+,1PN+,1,1,56.85,51.66,2998968786,3292867727,2999,AKH,57922036,63741148,0.9087,9.8,low,Đông Bắc,Đông Nam,Cảnh quan nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930032,U-0032,Lusso Saigon,LUSSO,A2,7,13,A2.07.13,2 PN,2PN,2,2,66.45,59.61,3384021016,3715655075,3384,AKH,55916555,62332747,0.8971,9.8,low,Bắc,Đông,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930033,U-0033,Lusso Saigon,LUSSO,A2,7,15,A2.07.15,3 PN,3PN,3,2,88.96,79.59,5502234542,6041453527,5502,AKH,67912023,75907193,0.8947,9.8,low,Bắc,Đông,Cảnh quan nội khu,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930034,U-0034,Lusso Saigon,LUSSO,A2,8,4,A2.08.04,2 PN,2PN,2,2,63.1,55.43,2920694854,3206922949,2921,AKH,50822868,57855366,0.8784,9.8,low,Nam,Tây,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930035,U-0035,Lusso Saigon,LUSSO,A2,9,11,A2.09.11,1 PN+,1PN+,1,1,56.85,51.66,3015030137,3310503090,3015,AKH,58232244,64082522,0.9087,9.8,low,Đông Bắc,Đông Nam,Cảnh quan nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930036,U-0036,Lusso Saigon,LUSSO,A2,10,4,A2.10.04,2 PN,2PN,2,2,63.1,55.43,2902867743,3187348782,2903,AKH,50512659,57502233,0.8784,9.8,low,Nam,Tây,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930037,U-0037,Lusso Saigon,LUSSO,A2,12,2,A2.12.02,3 PN,3PN,3,2,82.93,74.31,4984636415,5473130783,4985,AKH,65996995,73652682,0.8961,9.8,low,Nam,Tây,Hồ bơi,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930038,U-0038,Lusso Saigon,LUSSO,A2,12,15,A2.12.15,3 PN,3PN,3,2,89.04,80.29,5549344207,6093179940,5549,AKH,68431940,75889649,0.9017,9.8,low,Bắc,Đông,Cảnh quan nội khu,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930039,U-0039,Lusso Saigon,LUSSO,A2,13,3,A2.13.03,2 PN,2PN,2,2,62.86,56.44,2839567669,3117845300,2840,AKH,49599830,55241766,0.8979,9.8,mid,Nam,Tây,Sông,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930040,U-0040,Lusso Saigon,LUSSO,A2,13,11,A2.13.11,1 PN+,1PN+,1,1,56.85,51.99,3047152839,3345773817,3047,AKH,58852662,64354180,0.9145,9.8,mid,Đông Bắc,Đông Nam,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930041,U-0041,Lusso Saigon,LUSSO,A2,19,7,A2.19.07,Căn hộ Loft,Loft,2,2,67.79,60.15,4146259545,4552592980,4146,AKH,67157294,75687331,0.8873,9.8,mid,Bắc,Đông,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930042,U-0042,Lusso Saigon,LUSSO,A2,19,13,A2.19.13,Căn hộ Loft,Loft,2,2,66.45,60.05,4210156322,4622751642,4210,AKH,69567369,76981709,0.9037,9.8,mid,Bắc,Đông,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930043,U-0043,Lusso Saigon,LUSSO,A2,21,2,A2.21.02,3 PN,3PN,3,2,83.01,74.82,5105856574,5606230518,5106,AKH,67536809,74929571,0.9013,9.8,mid,Nam,Tây,Hồ bơi,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930044,U-0044,Lusso Saigon,LUSSO,A2,22,11,A2.22.11,1 PN+,1PN+,1,1,56.85,52.17,3119428918,3425132952,3119,MEGA REALTY,60248601,65653306,0.9177,9.8,mid,Đông Bắc,Đông Nam,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,observed,demo
930045,U-0045,Lusso Saigon,LUSSO,A2,26,2,A2.26.02,3 PN,3PN,3,2,83.01,74.82,5145511766,5649771919,5146,AKH,68061341,75511520,0.9013,9.8,high,Nam,Tây,Toàn cảnh,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930046,U-0046,Lusso Saigon,LUSSO,A2,29,11,A2.29.11,1 PN+,1PN+,1,1,56.85,52.17,3175643647,3486856724,3176,AKH,61334331,66836433,0.9177,9.8,high,Đông Bắc,Đông Nam,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930047,U-0047,Lusso Saigon,LUSSO,A2,31,10,A2.31.10,4 PN,4PN,4,3,126.79,114.68,7284460421,7998337542,7284,AKH,63083347,69744834,0.9045,9.8,high,Tây Nam,Tây Bắc,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930048,U-0048,Lusso Saigon,LUSSO,A2,31,15,A2.31.15,3 PN,3PN,3,2,87.09,80.36,5044265135,5538603118,5044,AKH,63596316,68922388,0.9227,9.8,high,Bắc,Đông,Hồ bơi,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930049,U-0049,Lusso Saigon,LUSSO,A2,33,4,A2.33.04,2 PN,2PN,2,2,63.1,56.75,2697855969,2962245854,2698,MKL,46945259,52198165,0.8994,9.8,high,Nam,Tây,Toàn cảnh,False,synthetic_v1_tower_stack_floor_band,observed,demo
930050,U-0050,Lusso Saigon,LUSSO,A2,33,15,A2.33.15,3 PN,3PN,3,2,87.09,80.36,5046791913,5541377520,5047,AKH,63628172,68956913,0.9227,9.8,high,Bắc,Đông,Hồ bơi,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930051,U-0051,Lusso Saigon,LUSSO,A2,34,12,A2.34.12,2 PN,2PN,2,2,66.45,60.75,3692197454,4054032805,3692,AKH,61008771,66733050,0.9142,9.8,high,Nam,Tây,Sông,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930052,U-0052,Lusso Saigon,LUSSO,A2,34,3,A2.34.03,2 PN,2PN,2,2,62.86,57.1,2653094960,2913098266,2653,Azh,46342639,51017483,0.9084,9.8,high,Nam,Tây,Sông,False,synthetic_v1_tower_stack_floor_band,observed,demo
930053,U-0053,Lusso Saigon,LUSSO,A2,34,4,A2.34.04,2 PN,2PN,2,2,63.1,56.75,2688942414,2952458770,2689,HANA,46790155,52025705,0.8994,9.8,high,Nam,Tây,Toàn cảnh,False,synthetic_v1_tower_stack_floor_band,observed,demo
930054,U-0054,Lusso Saigon,LUSSO,A2,35,2,A2.35.02,3 PN,3PN,3,2,83.01,75.24,5287320617,5805478037,5287,AKH,69937092,77159464,0.9064,9.8,high,Nam,Tây,Toàn cảnh,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930055,U-0055,Lusso Saigon,LUSSO,A2,37,15,A2.37.15,3 PN,3PN,3,2,87.09,80.36,5125857904,5628191978,5126,AKH,64625008,70037232,0.9227,9.8,high,Bắc,Đông,Hồ bơi,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930056,U-0056,Lusso Saigon,LUSSO,A2,38,14,A2.38.14,Sky villa,SkyVilla,4,4,153.11,139.11,10491682407,11519867283,10492,AKH,75239157,82811209,0.9086,9.8,high,Tây Nam,Tây Bắc,Toàn cảnh,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930057,U-0057,Lusso Saigon,LUSSO,A2,39,4,A2.39.04,2 PN,2PN,2,2,63.1,56.75,2644374637,2903523351,2644,AKH,46014633,51163407,0.8994,9.8,high,Nam,Tây,Toàn cảnh,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930058,U-0058,Lusso Saigon,LUSSO,A2,32,10,A2.32.10,4 PN,4PN,4,3,126.79,114.68,7302278449,8017901737,7302,VNL,63237651,69915432,0.9045,9.8,high,Tây Nam,Tây Bắc,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,observed,demo
930059,U-0059,Lusso Saigon,LUSSO,A2,36,10,A2.36.10,4 PN,4PN,4,3,126.79,114.68,7373550562,8096158517,7374,AKH,63854866,70597825,0.9045,9.8,high,Tây Nam,Tây Bắc,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930060,U-0060,Lusso d'Arte,Lusso d'Arte,B2,5,3,B2.05.03,2 PN,2PN,2,2,67.04,59.77,3359893439,3689162996,3360,HBL,55029281,61722653,0.8916,9.8,low,Đông Nam,Tây Nam,Nội khu,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930061,U-0061,Lusso d'Arte,Lusso d'Arte,B2,5,12,B2.05.12,1 PN+,1PN+,1,1,55.86,49.72,2694612019,2958683997,2695,HBL,52966058,59506919,0.8901,9.8,low,Đông Nam,Tây Nam,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930062,U-0062,Lusso d'Arte,Lusso d'Arte,B2,5,14,B2.05.14,2 PN,2PN,2,2,62.86,56.09,3057575701,3357218120,3058,HBL,53407861,59854129,0.8923,9.8,low,Tây,Bắc,Nội khu,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930063,U-0063,Lusso d'Arte,Lusso d'Arte,B2,6,3,B2.06.03,2 PN,2PN,2,2,67.04,59.77,3370082373,3700350445,3370,HBL,55196158,61909828,0.8916,9.8,low,Đông Nam,Tây Nam,Nội khu,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930064,U-0064,Lusso d'Arte,Lusso d'Arte,B2,6,4,B2.06.04,2 PN,2PN,2,2,66.45,59.61,3340980371,3668396447,3341,HBL,55205364,61539950,0.8971,9.8,low,Đông,Nam,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930065,U-0065,Lusso d'Arte,Lusso d'Arte,B2,6,6,B2.06.06,1 PN+,1PN+,1,1,56.85,51.66,3069950439,3370805582,3070,HBL,59292974,65249818,0.9087,9.8,low,Tây Bắc,Đông Bắc,Cảnh quan nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930066,U-0066,Lusso d'Arte,Lusso d'Arte,B2,6,7,B2.06.07,2 PN,2PN,2,2,69.94,61.5,4119624624,4523347837,4120,HBL,64674690,73550371,0.8793,9.8,low,Tây,Bắc,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930067,U-0067,Lusso d'Arte,Lusso d'Arte,B2,6,10,B2.06.10,2 PN,2PN,2,2,67.79,59.71,3716535356,4080755821,3717,HBL,60197018,68342921,0.8808,9.8,low,Tây,Bắc,Cảnh quan nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930068,U-0068,Lusso d'Arte,Lusso d'Arte,B2,6,13,B2.06.13,2 PN,2PN,2,2,63.1,55.43,3059422228,3359245606,3059,HBL,53236856,60603385,0.8784,9.8,low,Đông Nam,Tây Nam,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930069,U-0069,Lusso d'Arte,Lusso d'Arte,B2,7,5,B2.07.05,2 PN,2PN,2,2,66.45,59.61,3411735876,3746085992,3412,HBL,56374507,62843248,0.8971,9.8,low,Nam,Tây,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930070,U-0070,Lusso d'Arte,Lusso d'Arte,B2,7,8,B2.07.08,1 PN,1PN,1,1,43.09,38.19,2333798473,2562510724,2334,HBL,59468803,67098998,0.8863,9.8,low,Bắc,Đông,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930071,U-0071,Lusso d'Arte,Lusso d'Arte,B2,7,10,B2.07.10,2 PN,2PN,2,2,67.79,59.71,3706232435,4069443213,3706,HBL,60030140,68153462,0.8808,9.8,low,Tây,Bắc,Cảnh quan nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930072,U-0072,Lusso d'Arte,Lusso d'Arte,B2,9,4,B2.09.04,2 PN,2PN,2,2,66.45,59.61,3371278163,3701663423,3371,HBL,55705996,62098028,0.8971,9.8,low,Đông,Nam,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930073,U-0073,Lusso d'Arte,Lusso d'Arte,B2,9,6,B2.09.06,1 PN+,1PN+,1,1,56.85,51.66,3095871123,3399266493,3096,HBL,59793606,65800745,0.9087,9.8,low,Tây Bắc,Đông Bắc,Cảnh quan nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930074,U-0074,Lusso d'Arte,Lusso d'Arte,B2,9,7,B2.09.07,2 PN,2PN,2,2,69.94,61.5,4151513677,4558362018,4152,HBL,65175322,74119708,0.8793,9.8,low,Tây,Bắc,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930075,U-0075,Lusso d'Arte,Lusso d'Arte,B2,10,3,B2.10.03,2 PN,2PN,2,2,67.04,59.77,3410838109,3745100244,3411,HBL,55863667,62658528,0.8916,9.8,low,Đông Nam,Tây Nam,Nội khu,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930076,U-0076,Lusso d'Arte,Lusso d'Arte,B2,10,13,B2.10.13,2 PN,2PN,2,2,63.1,55.43,3021061743,3317125793,3021,HBL,52569347,59843511,0.8784,9.8,low,Đông Nam,Tây Nam,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930077,U-0077,Lusso d'Arte,Lusso d'Arte,B2,11,5,B2.11.05,2 PN,2PN,2,2,66.45,60.05,3452132932,3790441960,3452,HBL,57042016,63121431,0.9037,9.8,low,Nam,Tây,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930078,U-0078,Lusso d'Arte,Lusso d'Arte,B2,11,7,B2.11.07,2 PN,2PN,2,2,69.94,61.81,4172773046,4581704805,4173,HBL,65509076,74125624,0.8838,9.8,low,Tây,Bắc,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930079,U-0079,Lusso d'Arte,Lusso d'Arte,B2,12,11,B2.12.11,1 PN+,1PN+,1,1,56.01,50.04,2642103526,2901029671,2642,HBL,51794852,57974214,0.8934,9.8,low,Tây Bắc,Đông Bắc,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930080,U-0080,Lusso d'Arte,Lusso d'Arte,B2,13,3,B2.13.03,2 PN,2PN,2,2,67.04,60.13,3441404911,3778662592,3441,HBL,56364299,62841553,0.8969,9.8,mid,Đông Nam,Tây Nam,Nội khu,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930081,U-0081,Lusso d'Arte,Lusso d'Arte,B2,13,4,B2.13.04,2 PN,2PN,2,2,66.45,60.05,3411675220,3746019391,3412,HBL,56373505,62381672,0.9037,9.8,mid,Đông,Nam,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930082,U-0082,Lusso d'Arte,Lusso d'Arte,B2,13,9,B2.13.09,2 PN,2PN,2,2,67.79,60.15,3644414907,4001567568,3644,HBL,59028877,66526477,0.8873,9.8,mid,Đông,Nam,Thành phố,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930083,U-0083,Lusso d'Arte,Lusso d'Arte,B2,13,12,B2.13.12,2 PN,2PN,2,2,63.1,55.93,3049889705,3348778896,3050,HBL,53070981,59874466,0.8864,9.8,mid,Đông Nam,Tây Nam,Thành phố,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930084,U-0084,Lusso d'Arte,Lusso d'Arte,B2,16,13,B2.16.13,2 PN,2PN,2,2,62.86,56.44,2952485601,3241829189,2952,HBL,51572211,57438504,0.8979,9.8,mid,Đông Nam,Tây Nam,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930085,U-0085,Lusso d'Arte,Lusso d'Arte,B2,17,3,B2.17.03,2 PN,2PN,2,2,67.04,60.13,3482160647,3823412390,3482,HBL,57031808,63585771,0.8969,9.8,mid,Đông Nam,Tây Nam,Nội khu,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930086,U-0086,Lusso d'Arte,Lusso d'Arte,B2,17,4,B2.17.04,2 PN,2PN,2,2,66.45,60.05,3452072276,3790375359,3452,HBL,57041014,63120322,0.9037,9.8,mid,Đông,Nam,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930087,U-0087,Lusso d'Arte,Lusso d'Arte,B2,17,6,B2.17.06,4 PN,4PN,4,3,126.79,113.72,6320900271,6940348497,6321,HBL,54738927,61030149,0.8969,9.8,mid,Tây Bắc,Đông Bắc,Cảnh quan nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930088,U-0088,Lusso d'Arte,Lusso d'Arte,B2,17,11,B2.17.11,1 PN+,1PN+,1,1,56.01,50.04,2599540713,2854295703,2600,HBL,50960466,57040282,0.8934,9.8,mid,Tây Bắc,Đông Bắc,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930089,U-0089,Lusso d'Arte,Lusso d'Arte,B2,19,5,B2.19.05,Căn hộ Loft,Loft,2,2,66.45,60.05,4139224689,4544868709,4139,HBL,68395315,75684741,0.9037,9.8,mid,Nam,Tây,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930090,U-0090,Lusso d'Arte,Lusso d'Arte,B2,19,8,B2.19.08,Căn hộ Loft,Loft,2,2,48.26,43.54,2969240168,3260225704,2969,HBL,67555444,74878863,0.9022,9.8,mid,Bắc,Đông,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930091,U-0091,Lusso d'Arte,Lusso d'Arte,B2,19,9,B2.19.09,Căn hộ Loft,Loft,2,2,67.79,60.15,4195886496,4607083373,4196,HBL,67961106,76593240,0.8873,9.8,mid,Đông,Nam,Thành phố,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930092,U-0092,Lusso d'Arte,Lusso d'Arte,B2,19,10,B2.19.10,Căn hộ Loft,Loft,2,2,67.23,60.57,3609915521,3963687242,3610,HBL,58957121,65439776,0.9009,9.8,mid,Tây,Bắc,Cảnh quan nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930093,U-0093,Lusso d'Arte,Lusso d'Arte,B2,19,13,B2.19.13,Căn hộ Loft,Loft,2,2,62.86,56.44,3417600039,3752524842,3418,HBL,59696545,66486975,0.8979,9.8,mid,Đông Nam,Tây Nam,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930094,U-0094,Lusso d'Arte,Lusso d'Arte,B2,22,6,B2.22.06,4 PN,4PN,4,3,126.79,114.21,6406929980,7034809118,6407,HBL,55483943,61595387,0.9008,9.8,mid,Tây Bắc,Đông Bắc,Cảnh quan nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
