id,external_id,area_id,area_name,unit_type,unit_code,unit_status,source_revision,created_at,updated_at,mirrored_at,mirrored_revision,last_sync_batch_id
930119,U-0119,920009,Lusso d'Arte,2 PN,B2.37.05,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930120,U-0120,920009,Lusso d'Arte,2 PN,B2.39.09,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930121,U-0121,920012,Risa,1 PN,A3.04.02,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930122,U-0122,920014,Risa,2 PN + 2 WC,A3.04.03,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930123,U-0123,920018,Risa,RISA,A3.04.06,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930124,U-0124,920018,Risa,RISA,A3.04.09,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930125,U-0125,920014,Risa,2 PN + 2 WC,A3.04.11,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930126,U-0126,920014,Risa,2 PN + 2 WC,A3.04.12,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930127,U-0127,920014,Risa,2 PN + 2 WC,A3.04.13,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930128,U-0128,920014,Risa,2 PN + 2 WC,A3.04.14,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930129,U-0129,920014,Risa,2 PN + 2 WC,A3.05.03,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930130,U-0130,920014,Risa,2 PN + 2 WC,A3.05.04,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930131,U-0131,920014,Risa,2 PN + 2 WC,A3.05.11,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930132,U-0132,920014,Risa,2 PN + 2 WC,A3.05.12,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930133,U-0133,920012,Risa,1 PN,A3.06.02,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930134,U-0134,920014,Risa,2 PN + 2 WC,A3.07.08,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930135,U-0135,920014,Risa,2 PN + 2 WC,A3.09.08,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930136,U-0136,920014,Risa,2 PN + 2 WC,A3.13.08,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930137,U-0137,920014,Risa,2 PN + 2 WC,A3.14.08,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
